"Te","ne","CS"
0.5,1e+12,0.047005
1,1e+12,0.98329
1.5,1e+12,1.1302
2,1e+12,1.5875
5,1e+12,2.7889
7,1e+12,3.4348
10,1e+12,4.2811
15,1e+12,5.3824
23,1e+12,6.7206
32,1e+12,8.0396
52,1e+12,9.7038
74,1e+12,11.658
100,1e+12,15.845
165,1e+12,17.374
235,1e+12,17.773
310,1e+12,18.097
390,1e+12,18.525
475,1e+12,19.146
655,1e+12,20.927
845,1e+12,22.958
1000,1e+12,24.505
1441,1e+12,28.65
1925,1e+12,33.172
2454,1e+12,34.737
3030,1e+12,35.333
3655,1e+12,35.733
4331,1e+12,36.126
5060,1e+12,36.606
5844,1e+12,37.247
6685,1e+12,38.072
7585,1e+12,39.008
8546,1e+12,39.917
10000,1e+12,40.954
20000,1e+12,43.225
50000,1e+12,44.185
1e+05,1e+12,44.731
0.5,1e+13,0.02602
1,1e+13,0.9877
1.5,1e+13,1.2221
2,1e+13,1.7496
5,1e+13,2.8283
7,1e+13,3.4543
10,1e+13,4.289
15,1e+13,5.3852
23,1e+13,6.7218
32,1e+13,8.0404
52,1e+13,9.704
74,1e+13,11.659
100,1e+13,15.845
165,1e+13,17.374
235,1e+13,17.773
310,1e+13,18.097
390,1e+13,18.525
475,1e+13,19.146
655,1e+13,20.927
845,1e+13,22.958
1000,1e+13,24.505
1441,1e+13,28.65
1925,1e+13,33.172
2454,1e+13,34.737
3030,1e+13,35.333
3655,1e+13,35.733
4331,1e+13,36.126
5060,1e+13,36.606
5844,1e+13,37.247
6685,1e+13,38.072
7585,1e+13,39.008
8546,1e+13,39.917
10000,1e+13,40.954
20000,1e+13,43.225
50000,1e+13,44.185
1e+05,1e+13,44.731
0.5,1e+14,0.032896
1,1e+14,0.99513
1.5,1e+14,1.4492
2,1e+14,1.94
5,1e+14,3.0128
7,1e+14,3.5786
10,1e+14,4.3533
15,1e+14,5.4108
23,1e+14,6.733
32,1e+14,8.0468
52,1e+14,9.7054
74,1e+14,11.66
100,1e+14,15.845
165,1e+14,17.374
235,1e+14,17.773
310,1e+14,18.097
390,1e+14,18.525
475,1e+14,19.146
655,1e+14,20.927
845,1e+14,22.958
1000,1e+14,24.505
1441,1e+14,28.65
1925,1e+14,33.172
2454,1e+14,34.737
3030,1e+14,35.333
3655,1e+14,35.733
4331,1e+14,36.126
5060,1e+14,36.606
5844,1e+14,37.247
6685,1e+14,38.072
7585,1e+14,39.008
8546,1e+14,39.917
10000,1e+14,40.954
20000,1e+14,43.224
50000,1e+14,44.185
1e+05,1e+14,44.731
0.5,1e+15,0.069143
1,1e+15,0.99859
1.5,1e+15,1.618
2,1e+15,1.9869
5,1e+15,3.393
7,1e+15,3.9728
10,1e+15,4.6608
15,1e+15,5.5957
23,1e+15,6.8299
32,1e+15,8.1053
52,1e+15,9.7175
74,1e+15,11.668
100,1e+15,15.846
165,1e+15,17.374
235,1e+15,17.773
310,1e+15,18.097
390,1e+15,18.526
475,1e+15,19.146
655,1e+15,20.927
845,1e+15,22.958
1000,1e+15,24.505
1441,1e+15,28.65
1925,1e+15,33.172
2454,1e+15,34.737
3030,1e+15,35.333
3655,1e+15,35.733
4331,1e+15,36.126
5060,1e+15,36.606
5844,1e+15,37.247
6685,1e+15,38.072
7585,1e+15,39.008
8546,1e+15,39.917
10000,1e+15,40.954
20000,1e+15,43.224
50000,1e+15,44.185
1e+05,1e+15,44.731
0.5,1e+16,0.035899
1,1e+16,0.98971
1.5,1e+16,1.5422
2,1e+16,1.9853
5,1e+16,3.8427
7,1e+16,4.5713
10,1e+16,5.3177
15,1e+16,6.2019
23,1e+16,7.3245
32,1e+16,8.4868
52,1e+16,9.8114
74,1e+16,11.738
100,1e+16,15.853
165,1e+16,17.375
235,1e+16,17.774
310,1e+16,18.099
390,1e+16,18.529
475,1e+16,19.151
655,1e+16,20.931
845,1e+16,22.961
1000,1e+16,24.507
1441,1e+16,28.651
1925,1e+16,33.173
2454,1e+16,34.737
3030,1e+16,35.333
3655,1e+16,35.733
4331,1e+16,36.126
5060,1e+16,36.606
5844,1e+16,37.247
6685,1e+16,38.072
7585,1e+16,39.008
8546,1e+16,39.917
10000,1e+16,40.954
20000,1e+16,43.224
50000,1e+16,44.185
1e+05,1e+16,44.731
0.5,1e+17,0.0055942
1,1e+17,0.91207
1.5,1e+17,1.1856
2,1e+17,1.8966
5,1e+17,3.9641
7,1e+17,4.9785
10,1e+17,6.0408
15,1e+17,7.1644
23,1e+17,8.5436
32,1e+17,9.445
52,1e+17,10.199
74,1e+17,12.223
100,1e+17,15.897
165,1e+17,17.377
235,1e+17,17.781
310,1e+17,18.117
390,1e+17,18.558
475,1e+17,19.189
655,1e+17,20.966
845,1e+17,22.981
1000,1e+17,24.52
1441,1e+17,28.656
1925,1e+17,33.174
2454,1e+17,34.737
3030,1e+17,35.333
3655,1e+17,35.734
4331,1e+17,36.126
5060,1e+17,36.606
5844,1e+17,37.247
6685,1e+17,38.072
7585,1e+17,39.008
8546,1e+17,39.918
10000,1e+17,40.954
20000,1e+17,43.224
50000,1e+17,44.185
1e+05,1e+17,44.731
0.5,1e+18,0.0007703
1,1e+18,0.55248
1.5,1e+18,0.89263
2,1e+18,1.4494
5,1e+18,3.7693
7,1e+18,4.9516
10,1e+18,6.3583
15,1e+18,8.0815
23,1e+18,9.7361
32,1e+18,10.111
52,1e+18,11.288
74,1e+18,13.711
100,1e+18,16.089
165,1e+18,17.403
235,1e+18,17.855
310,1e+18,18.281
390,1e+18,18.822
475,1e+18,19.517
655,1e+18,21.249
845,1e+18,23.149
1000,1e+18,24.627
1441,1e+18,28.693
1925,1e+18,33.183
2454,1e+18,34.739
3030,1e+18,35.334
3655,1e+18,35.734
4331,1e+18,36.126
5060,1e+18,36.607
5844,1e+18,37.248
6685,1e+18,38.073
7585,1e+18,39.008
8546,1e+18,39.916
10000,1e+18,40.95
20000,1e+18,43.219
50000,1e+18,44.185
1e+05,1e+18,44.731
0.5,1e+19,0.00015711
1,1e+19,0.15212
1.5,1e+19,0.52089
2,1e+19,0.75561
5,1e+19,3.0569
7,1e+19,4.3316
10,1e+19,5.9614
15,1e+19,8.1683
23,1e+19,9.8782
32,1e+19,10.704
52,1e+19,13.213
74,1e+19,15.191
100,1e+19,16.484
165,1e+19,17.656
235,1e+19,18.529
310,1e+19,19.377
390,1e+19,20.184
475,1e+19,20.978
655,1e+19,22.54
845,1e+19,24.101
1000,1e+19,25.327
1441,1e+19,28.978
1925,1e+19,33.244
2454,1e+19,34.749
3030,1e+19,35.338
3655,1e+19,35.737
4331,1e+19,36.13
5060,1e+19,36.611
5844,1e+19,37.253
6685,1e+19,38.076
7585,1e+19,39.005
8546,1e+19,39.9
10000,1e+19,40.914
20000,1e+19,43.175
50000,1e+19,44.179
1e+05,1e+19,44.731
0.5,1e+20,8.2777e-05
1,1e+20,0.038548
1.5,1e+20,0.16285
2,1e+20,0.25315
5,1e+20,1.9043
7,1e+20,3.1749
10,1e+20,4.7533
15,1e+20,7.0029
23,1e+20,9.4511
32,1e+20,10.729
52,1e+20,14.239
74,1e+20,15.969
100,1e+20,17.137
165,1e+20,19.35
235,1e+20,20.761
310,1e+20,21.936
390,1e+20,22.938
475,1e+20,23.82
655,1e+20,25.319
845,1e+20,26.523
1000,1e+20,27.364
1441,1e+20,30.407
1925,1e+20,33.615
2454,1e+20,34.822
3030,1e+20,35.368
3655,1e+20,35.758
4331,1e+20,36.152
5060,1e+20,36.638
5844,1e+20,37.286
6685,1e+20,38.109
7585,1e+20,39.02
8546,1e+20,39.88
10000,1e+20,40.837
20000,1e+20,43.035
50000,1e+20,44.157
1e+05,1e+20,44.728
0.5,1e+21,0.00033595
1,1e+21,0.025447
1.5,1e+21,0.071236
2,1e+21,0.089401
5,1e+21,0.63785
7,1e+21,1.7311
10,1e+21,3.2126
15,1e+21,5.2853
23,1e+21,7.9337
32,1e+21,9.4935
52,1e+21,13.248
74,1e+21,15.751
100,1e+21,19.008
165,1e+21,21.848
235,1e+21,23.756
310,1e+21,25.268
390,1e+21,26.402
475,1e+21,27.2
655,1e+21,28.477
845,1e+21,29.83
1000,1e+21,30.92
1441,1e+21,33.304
1925,1e+21,34.528
2454,1e+21,35.142
3030,1e+21,35.551
3655,1e+21,35.919
4331,1e+21,36.334
5060,1e+21,36.87
5844,1e+21,37.572
6685,1e+21,38.416
7585,1e+21,39.29
8546,1e+21,40.075
10000,1e+21,40.924
20000,1e+21,42.952
50000,1e+21,44.141
1e+05,1e+21,44.729
0.5,1e+22,0.10343
1,1e+22,0.29503
1.5,1e+22,0.46414
2,1e+22,0.60774
5,1e+22,1.593
7,1e+22,2.2933
10,1e+22,3.3074
15,1e+22,4.2948
23,1e+22,6.1976
32,1e+22,7.9409
52,1e+22,10.613
74,1e+22,13.777
100,1e+22,17.153
165,1e+22,23.279
235,1e+22,26.329
310,1e+22,27.952
390,1e+22,29.43
475,1e+22,30.767
655,1e+22,32.578
845,1e+22,33.623
1000,1e+22,34.142
1441,1e+22,34.944
1925,1e+22,35.42
2454,1e+22,35.826
3030,1e+22,36.272
3655,1e+22,36.818
4331,1e+22,37.494
5060,1e+22,38.278
5844,1e+22,39.093
6685,1e+22,39.838
7585,1e+22,40.462
8546,1e+22,40.962
10000,1e+22,41.498
20000,1e+22,43.04
50000,1e+22,44.158
1e+05,1e+22,44.743
0.5,1e+23,3
1,1e+23,3
1.5,1e+23,3.0005
2,1e+23,3.0029
5,1e+23,2.4423
7,1e+23,2.6986
10,1e+23,3.1676
15,1e+23,4.0971
23,1e+23,5.6534
32,1e+23,7.2662
52,1e+23,9.7473
74,1e+23,11.169
100,1e+23,13.592
165,1e+23,21.421
235,1e+23,25.383
310,1e+23,28.107
390,1e+23,30.498
475,1e+23,32.15
655,1e+23,33.82
845,1e+23,34.626
1000,1e+23,35.066
1441,1e+23,36.095
1925,1e+23,37.034
2454,1e+23,37.951
3030,1e+23,38.833
3655,1e+23,39.638
4331,1e+23,40.323
5060,1e+23,40.872
5844,1e+23,41.304
6685,1e+23,41.647
7585,1e+23,41.928
8546,1e+23,42.166
10000,1e+23,42.452
20000,1e+23,43.431
50000,1e+23,44.252
1e+05,1e+23,44.792
0.5,1e+24,10
1,1e+24,10
1.5,1e+24,10
2,1e+24,10
5,1e+24,9.0246
7,1e+24,9.0396
10,1e+24,9.0652
15,1e+24,9.1132
23,1e+24,9.1979
32,1e+24,9.3034
52,1e+24,9.6035
74,1e+24,10.169
100,1e+24,11.275
165,1e+24,16.281
235,1e+24,22.56
310,1e+24,25.53
390,1e+24,27.695
475,1e+24,29.727
655,1e+24,32.553
845,1e+24,34.376
1000,1e+24,35.597
1441,1e+24,37.837
1925,1e+24,39.296
2454,1e+24,40.364
3030,1e+24,41.144
3655,1e+24,41.736
4331,1e+24,42.155
5060,1e+24,42.458
5844,1e+24,42.711
6685,1e+24,42.922
7585,1e+24,43.093
8546,1e+24,43.232
10000,1e+24,43.389
20000,1e+24,43.854
50000,1e+24,44.397
1e+05,1e+24,44.892
