"Te","ne","CS"
0.5,1e+12,0.17261
1,1e+12,0.99936
1.5,1e+12,1.014
2,1e+12,1.1812
5,1e+12,2.7535
7,1e+12,3.3983
10,1e+12,4.2223
15,1e+12,8.0225
23,1e+12,13.987
32,1e+12,13.995
52,1e+12,13.998
74,1e+12,14.027
100,1e+12,14.161
165,1e+12,15.792
235,1e+12,18.666
310,1e+12,20.867
390,1e+12,22.712
475,1e+12,24.417
655,1e+12,27.2
845,1e+12,29.193
1000,1e+12,31.545
1441,1e+12,43.621
1925,1e+12,45.816
2454,1e+12,46.269
3030,1e+12,46.586
3655,1e+12,46.92
4331,1e+12,47.366
5060,1e+12,48.066
5844,1e+12,49.256
6685,1e+12,51.176
7585,1e+12,53.713
8546,1e+12,56.313
10000,1e+12,59.224
20000,1e+12,64.371
50000,1e+12,68.851
1e+05,1e+12,70.754
0.5,1e+13,0.1739
1,1e+13,1.0001
1.5,1e+13,1.1092
2,1e+13,1.6323
5,1e+13,2.7758
7,1e+13,3.4217
10,1e+13,4.2388
15,1e+13,8.0318
23,1e+13,13.987
32,1e+13,13.995
52,1e+13,13.998
74,1e+13,14.027
100,1e+13,14.161
165,1e+13,15.793
235,1e+13,18.667
310,1e+13,20.867
390,1e+13,22.712
475,1e+13,24.417
655,1e+13,27.2
845,1e+13,29.193
1000,1e+13,31.545
1441,1e+13,43.621
1925,1e+13,45.816
2454,1e+13,46.269
3030,1e+13,46.586
3655,1e+13,46.92
4331,1e+13,47.366
5060,1e+13,48.066
5844,1e+13,49.256
6685,1e+13,51.176
7585,1e+13,53.713
8546,1e+13,56.313
10000,1e+13,59.224
20000,1e+13,64.371
50000,1e+13,68.851
1e+05,1e+13,70.754
0.5,1e+14,0.16513
1,1e+14,1.0075
1.5,1e+14,1.5043
2,1e+14,1.922
5,1e+14,2.8883
7,1e+14,3.5926
10,1e+14,4.3568
15,1e+14,8.1015
23,1e+14,13.987
32,1e+14,13.995
52,1e+14,13.998
74,1e+14,14.027
100,1e+14,14.161
165,1e+14,15.795
235,1e+14,18.668
310,1e+14,20.867
390,1e+14,22.712
475,1e+14,24.417
655,1e+14,27.2
845,1e+14,29.193
1000,1e+14,31.545
1441,1e+14,43.621
1925,1e+14,45.816
2454,1e+14,46.269
3030,1e+14,46.586
3655,1e+14,46.92
4331,1e+14,47.366
5060,1e+14,48.066
5844,1e+14,49.256
6685,1e+14,51.176
7585,1e+14,53.713
8546,1e+14,56.313
10000,1e+14,59.224
20000,1e+14,64.371
50000,1e+14,68.851
1e+05,1e+14,70.754
0.5,1e+15,0.073462
1,1e+15,1.0288
1.5,1e+15,1.7862
2,1e+15,1.9761
5,1e+15,3.4219
7,1e+15,4.0337
10,1e+15,4.7896
15,1e+15,8.466
23,1e+15,13.987
32,1e+15,13.995
52,1e+15,13.998
74,1e+15,14.027
100,1e+15,14.163
165,1e+15,15.817
235,1e+15,18.676
310,1e+15,20.87
390,1e+15,22.714
475,1e+15,24.418
655,1e+15,27.201
845,1e+15,29.194
1000,1e+15,31.545
1441,1e+15,43.621
1925,1e+15,45.816
2454,1e+15,46.269
3030,1e+15,46.586
3655,1e+15,46.92
4331,1e+15,47.366
5060,1e+15,48.066
5844,1e+15,49.256
6685,1e+15,51.176
7585,1e+15,53.713
8546,1e+15,56.313
10000,1e+15,59.224
20000,1e+15,64.371
50000,1e+15,68.851
1e+05,1e+15,70.754
