"Te","ne","CS"
0.5,1e+12,0.87217
1,1e+12,0.99995
1.5,1e+12,1.0103
2,1e+12,1.1815
5,1e+12,2.4954
7,1e+12,3.1468
10,1e+12,3.9299
15,1e+12,5.1184
23,1e+12,14.288
32,1e+12,15.985
52,1e+12,15.993
74,1e+12,15.999
100,1e+12,16.034
165,1e+12,16.466
235,1e+12,18.117
310,1e+12,20.513
390,1e+12,22.506
475,1e+12,24.23
655,1e+12,27.318
845,1e+12,29.663
1000,1e+12,31.238
1441,1e+12,41.951
1925,1e+12,47.145
2454,1e+12,47.727
3030,1e+12,47.976
3655,1e+12,48.21
4331,1e+12,48.524
5060,1e+12,49.026
5844,1e+12,49.897
6685,1e+12,51.401
7585,1e+12,53.648
8546,1e+12,56.276
10000,1e+12,59.593
20000,1e+12,65.937
50000,1e+12,70.382
1e+05,1e+12,72.474
0.5,1e+13,0.86838
1,1e+13,0.99999
1.5,1e+13,1.0201
2,1e+13,1.2875
5,1e+13,2.6069
7,1e+13,3.1923
10,1e+13,3.9493
15,1e+13,5.1262
23,1e+13,14.293
32,1e+13,15.985
52,1e+13,15.993
74,1e+13,15.999
100,1e+13,16.034
165,1e+13,16.466
235,1e+13,18.117
310,1e+13,20.513
390,1e+13,22.506
475,1e+13,24.23
655,1e+13,27.318
845,1e+13,29.663
1000,1e+13,31.238
1441,1e+13,41.951
1925,1e+13,47.145
2454,1e+13,47.727
3030,1e+13,47.976
3655,1e+13,48.21
4331,1e+13,48.524
5060,1e+13,49.026
5844,1e+13,49.897
6685,1e+13,51.401
7585,1e+13,53.648
8546,1e+13,56.276
10000,1e+13,59.593
20000,1e+13,65.937
50000,1e+13,70.382
1e+05,1e+13,72.474
0.5,1e+14,0.83135
1,1e+14,1.0004
1.5,1e+14,1.11
2,1e+14,1.6674
5,1e+14,2.9161
7,1e+14,3.3634
10,1e+14,4.0769
15,1e+14,5.1909
23,1e+14,14.33
32,1e+14,15.985
52,1e+14,15.993
74,1e+14,15.999
100,1e+14,16.034
165,1e+14,16.466
235,1e+14,18.118
310,1e+14,20.514
390,1e+14,22.506
475,1e+14,24.23
655,1e+14,27.319
845,1e+14,29.663
1000,1e+14,31.238
1441,1e+14,41.951
1925,1e+14,47.145
2454,1e+14,47.727
3030,1e+14,47.976
3655,1e+14,48.21
4331,1e+14,48.524
5060,1e+14,49.026
5844,1e+14,49.897
6685,1e+14,51.401
7585,1e+14,53.648
8546,1e+14,56.276
10000,1e+14,59.593
20000,1e+14,65.937
50000,1e+14,70.382
1e+05,1e+14,72.474
0.5,1e+15,0.58672
1,1e+15,1.0023
1.5,1e+15,1.3548
2,1e+15,1.9082
5,1e+15,3.1989
7,1e+15,3.8219
10,1e+15,4.5021
15,1e+15,5.5107
23,1e+15,14.564
32,1e+15,15.985
52,1e+15,15.993
74,1e+15,15.999
100,1e+15,16.034
165,1e+15,16.469
235,1e+15,18.129
310,1e+15,20.519
390,1e+15,22.508
475,1e+15,24.232
655,1e+15,27.319
845,1e+15,29.663
1000,1e+15,31.239
1441,1e+15,41.951
1925,1e+15,47.145
2454,1e+15,47.727
3030,1e+15,47.976
3655,1e+15,48.21
4331,1e+15,48.524
5060,1e+15,49.026
5844,1e+15,49.897
6685,1e+15,51.401
7585,1e+15,53.648
8546,1e+15,56.276
10000,1e+15,59.594
20000,1e+15,65.937
50000,1e+15,70.382
1e+05,1e+15,72.474
0.5,1e+16,0.15303
1,1e+16,1.0008
1.5,1e+16,1.2595
2,1e+16,1.907
5,1e+16,3.8184
7,1e+16,4.3741
10,1e+16,5.2129
15,1e+16,6.2305
23,1e+16,15.141
32,1e+16,15.985
52,1e+16,15.993
74,1e+16,15.999
100,1e+16,16.036
165,1e+16,16.499
235,1e+16,18.225
310,1e+16,20.567
390,1e+16,22.528
475,1e+16,24.242
655,1e+16,27.324
845,1e+16,29.665
1000,1e+16,31.24
1441,1e+16,41.953
1925,1e+16,47.145
2454,1e+16,47.727
3030,1e+16,47.976
3655,1e+16,48.21
4331,1e+16,48.524
5060,1e+16,49.026
5844,1e+16,49.897
6685,1e+16,51.401
7585,1e+16,53.648
8546,1e+16,56.276
10000,1e+16,59.594
20000,1e+16,65.937
50000,1e+16,70.382
1e+05,1e+16,72.473
0.5,1e+17,0.020026
1,1e+17,0.99401
1.5,1e+17,1.0542
2,1e+17,1.4664
5,1e+17,4.0716
7,1e+17,5.0037
10,1e+17,6.0058
15,1e+17,7.424
23,1e+17,15.488
32,1e+17,15.985
52,1e+17,15.993
74,1e+17,16
100,1e+17,16.047
165,1e+17,16.828
235,1e+17,18.911
310,1e+17,20.905
390,1e+17,22.686
475,1e+17,24.333
655,1e+17,27.363
845,1e+17,29.681
1000,1e+17,31.251
1441,1e+17,41.961
1925,1e+17,47.145
2454,1e+17,47.727
3030,1e+17,47.976
3655,1e+17,48.21
4331,1e+17,48.524
5060,1e+17,49.026
5844,1e+17,49.897
6685,1e+17,51.402
7585,1e+17,53.65
8546,1e+17,56.278
10000,1e+17,59.595
20000,1e+17,65.937
50000,1e+17,70.382
1e+05,1e+17,72.472
0.5,1e+18,0.0027001
1,1e+18,0.94849
1.5,1e+18,1.0056
2,1e+18,1.0867
5,1e+18,3.8714
7,1e+18,5.1911
10,1e+18,6.5692
15,1e+18,8.5441
23,1e+18,15.52
32,1e+18,15.983
52,1e+18,15.992
74,1e+18,16.019
100,1e+18,16.383
165,1e+18,19.067
235,1e+18,20.676
310,1e+18,22.143
390,1e+18,23.556
475,1e+18,24.951
655,1e+18,27.673
845,1e+18,29.813
1000,1e+18,31.335
1441,1e+18,41.995
