"Te","ne","CS"
0.5,1e+12,0.39492
1,1e+12,0.99907
1.5,1e+12,1.1271
2,1e+12,1.7802
5,1e+12,2.97
7,1e+12,2.9956
10,1e+12,3.0181
15,1e+12,3.3673
23,1e+12,4.0901
32,1e+12,4.8113
52,1e+12,5.9541
74,1e+12,6.9393
100,1e+12,7.9656
165,1e+12,10.37
235,1e+12,10.882
310,1e+12,10.964
390,1e+12,11.02
475,1e+12,11.119
655,1e+12,11.488
845,1e+12,11.94
1000,1e+12,12.233
1441,1e+12,12.66
1925,1e+12,12.822
2454,1e+12,12.891
3030,1e+12,12.927
3655,1e+12,12.947
4331,1e+12,12.96
5060,1e+12,12.969
5844,1e+12,12.975
6685,1e+12,12.979
7585,1e+12,12.983
8546,1e+12,12.985
10000,1e+12,12.988
20000,1e+12,12.995
50000,1e+12,12.998
1e+05,1e+12,12.999
0.5,1e+13,0.3067
1,1e+13,0.99872
1.5,1e+13,1.1935
2,1e+13,1.8717
5,1e+13,2.9759
7,1e+13,2.9963
10,1e+13,3.0187
15,1e+13,3.3717
23,1e+13,4.095
32,1e+13,4.8141
52,1e+13,5.955
74,1e+13,6.9397
100,1e+13,7.9658
165,1e+13,10.371
235,1e+13,10.882
310,1e+13,10.964
390,1e+13,11.02
475,1e+13,11.119
655,1e+13,11.489
845,1e+13,11.941
1000,1e+13,12.234
1441,1e+13,12.661
1925,1e+13,12.822
2454,1e+13,12.891
3030,1e+13,12.927
3655,1e+13,12.947
4331,1e+13,12.96
5060,1e+13,12.969
5844,1e+13,12.975
6685,1e+13,12.979
7585,1e+13,12.983
8546,1e+13,12.985
10000,1e+13,12.988
20000,1e+13,12.995
50000,1e+13,12.998
1e+05,1e+13,12.999
0.5,1e+14,0.3434
1,1e+14,0.99876
1.5,1e+14,1.1957
2,1e+14,1.8897
5,1e+14,2.9882
7,1e+14,2.9982
10,1e+14,3.0222
15,1e+14,3.412
23,1e+14,4.1366
32,1e+14,4.8393
52,1e+14,5.9631
74,1e+14,6.9435
100,1e+14,7.9677
165,1e+14,10.371
235,1e+14,10.882
310,1e+14,10.964
390,1e+14,11.02
475,1e+14,11.12
655,1e+14,11.491
845,1e+14,11.942
1000,1e+14,12.234
1441,1e+14,12.661
1925,1e+14,12.822
2454,1e+14,12.891
3030,1e+14,12.927
3655,1e+14,12.947
4331,1e+14,12.96
5060,1e+14,12.969
5844,1e+14,12.975
6685,1e+14,12.979
7585,1e+14,12.983
8546,1e+14,12.985
10000,1e+14,12.988
20000,1e+14,12.995
50000,1e+14,12.998
1e+05,1e+14,12.999
0.5,1e+15,0.33221
1,1e+15,0.99834
1.5,1e+15,1.1926
2,1e+15,1.8929
5,1e+15,2.9927
7,1e+15,2.9991
10,1e+15,3.0381
15,1e+15,3.6026
23,1e+15,4.3312
32,1e+15,4.9839
52,1e+15,6.0245
74,1e+15,6.976
100,1e+15,7.9846
165,1e+15,10.374
235,1e+15,10.883
310,1e+15,10.964
390,1e+15,11.021
475,1e+15,11.121
655,1e+15,11.492
845,1e+15,11.943
1000,1e+15,12.235
1441,1e+15,12.661
1925,1e+15,12.822
2454,1e+15,12.891
3030,1e+15,12.927
3655,1e+15,12.947
4331,1e+15,12.96
5060,1e+15,12.969
5844,1e+15,12.975
6685,1e+15,12.979
7585,1e+15,12.983
8546,1e+15,12.985
10000,1e+15,12.988
20000,1e+15,12.995
50000,1e+15,12.998
1e+05,1e+15,12.999
0.5,1e+16,0.15912
1,1e+16,0.99364
1.5,1e+16,1.1429
2,1e+16,1.8551
5,1e+16,2.9933
7,1e+16,2.9995
10,1e+16,3.1005
15,1e+16,3.9409
23,1e+16,4.7745
32,1e+16,5.3954
52,1e+16,6.3005
74,1e+16,7.1749
100,1e+16,8.1069
165,1e+16,10.398
235,1e+16,10.885
310,1e+16,10.965
390,1e+16,11.021
475,1e+16,11.122
655,1e+16,11.495
845,1e+16,11.947
1000,1e+16,12.238
1441,1e+16,12.662
1925,1e+16,12.823
2454,1e+16,12.892
3030,1e+16,12.927
3655,1e+16,12.947
4331,1e+16,12.96
5060,1e+16,12.969
5844,1e+16,12.975
6685,1e+16,12.979
7585,1e+16,12.983
8546,1e+16,12.985
10000,1e+16,12.988
20000,1e+16,12.995
50000,1e+16,12.998
1e+05,1e+16,12.999
0.5,1e+17,0.027532
1,1e+17,0.95172
1.5,1e+17,1.0304
2,1e+17,1.5899
5,1e+17,2.9853
7,1e+17,3.0001
10,1e+17,3.3557
15,1e+17,4.2833
23,1e+17,5.328
32,1e+17,5.9864
52,1e+17,6.9597
74,1e+17,7.7997
100,1e+17,8.5811
165,1e+17,10.523
235,1e+17,10.901
310,1e+17,10.969
390,1e+17,11.024
475,1e+17,11.126
655,1e+17,11.503
845,1e+17,11.955
1000,1e+17,12.245
1441,1e+17,12.666
1925,1e+17,12.824
2454,1e+17,12.893
3030,1e+17,12.928
3655,1e+17,12.948
4331,1e+17,12.961
5060,1e+17,12.969
5844,1e+17,12.975
6685,1e+17,12.979
7585,1e+17,12.983
8546,1e+17,12.985
10000,1e+17,12.988
20000,1e+17,12.995
50000,1e+17,12.998
1e+05,1e+17,12.999
0.5,1e+18,0.003865
1,1e+18,0.72558
1.5,1e+18,0.94349
2,1e+18,1.1191
5,1e+18,2.9107
7,1e+18,2.9894
10,1e+18,3.5824
15,1e+18,4.6263
23,1e+18,5.7963
32,1e+18,6.5971
52,1e+18,7.9209
74,1e+18,8.7025
100,1e+18,9.473
165,1e+18,10.763
235,1e+18,10.936
310,1e+18,10.98
390,1e+18,11.032
475,1e+18,11.137
655,1e+18,11.52
845,1e+18,11.972
1000,1e+18,12.258
1441,1e+18,12.672
1925,1e+18,12.828
2454,1e+18,12.895
3030,1e+18,12.929
3655,1e+18,12.949
4331,1e+18,12.961
5060,1e+18,12.97
5844,1e+18,12.975
6685,1e+18,12.98
7585,1e+18,12.983
8546,1e+18,12.986
10000,1e+18,12.988
20000,1e+18,12.995
50000,1e+18,12.998
1e+05,1e+18,12.999
0.5,1e+19,0.00079053
1,1e+19,0.29749
1.5,1e+19,0.77124
2,1e+19,0.8873
5,1e+19,2.4926
7,1e+19,2.854
10,1e+19,3.4045
15,1e+19,4.6974
23,1e+19,6.0304
32,1e+19,7.1201
52,1e+19,8.6983
74,1e+19,9.6
100,1e+19,10.458
165,1e+19,10.918
235,1e+19,10.972
310,1e+19,10.999
390,1e+19,11.059
475,1e+19,11.184
655,1e+19,11.593
845,1e+19,12.029
1000,1e+19,12.299
1441,1e+19,12.687
1925,1e+19,12.834
2454,1e+19,12.898
3030,1e+19,12.931
3655,1e+19,12.95
4331,1e+19,12.963
5060,1e+19,12.97
5844,1e+19,12.976
6685,1e+19,12.98
7585,1e+19,12.984
8546,1e+19,12.986
10000,1e+19,12.989
20000,1e+19,12.995
50000,1e+19,12.998
1e+05,1e+19,12.999
0.5,1e+20,0.00041665
1,1e+20,0.085797
1.5,1e+20,0.39505
2,1e+20,0.63501
5,1e+20,1.7434
7,1e+20,2.3976
10,1e+20,2.8596
15,1e+20,4.1145
23,1e+20,5.7743
32,1e+20,7.1742
52,1e+20,9.0502
74,1e+20,10.296
100,1e+20,10.808
165,1e+20,10.966
235,1e+20,10.991
310,1e+20,11.038
390,1e+20,11.162
475,1e+20,11.361
655,1e+20,11.798
845,1e+20,12.168
1000,1e+20,12.39
1441,1e+20,12.718
1925,1e+20,12.848
2454,1e+20,12.906
3030,1e+20,12.936
3655,1e+20,12.953
4331,1e+20,12.965
5060,1e+20,12.972
5844,1e+20,12.977
6685,1e+20,12.981
7585,1e+20,12.984
8546,1e+20,12.987
10000,1e+20,12.989
20000,1e+20,12.995
50000,1e+20,12.998
1e+05,1e+20,12.999
0.5,1e+21,0.001691
1,1e+21,0.057678
1.5,1e+21,0.21729
2,1e+21,0.40782
5,1e+21,1.0536
7,1e+21,1.5381
10,1e+21,2.1951
15,1e+21,3.1989
23,1e+21,4.8022
32,1e+21,6.1934
52,1e+21,8.5581
74,1e+21,10.066
100,1e+21,10.697
165,1e+21,10.914
235,1e+21,10.97
310,1e+21,11.081
