"Te","ne","CS"
0.5,1e+12,1.3784e-07
1,1e+12,0.16074
1.5,1e+12,0.97347
2,1e+12,1.3629
5,1e+12,2.7176
7,1e+12,3.3347
10,1e+12,4.2705
15,1e+12,5.0778
23,1e+12,6.4266
32,1e+12,6.8034
52,1e+12,6.9775
74,1e+12,7.2228
100,1e+12,7.6907
165,1e+12,9.2353
235,1e+12,10.749
310,1e+12,12.308
390,1e+12,13.777
475,1e+12,14.49
655,1e+12,14.861
845,1e+12,14.977
1000,1e+12,15.065
1441,1e+12,15.412
1925,1e+12,15.848
2454,1e+12,16.214
3030,1e+12,16.461
3655,1e+12,16.618
4331,1e+12,16.72
5060,1e+12,16.786
5844,1e+12,16.833
6685,1e+12,16.866
7585,1e+12,16.89
8546,1e+12,16.908
10000,1e+12,16.927
20000,1e+12,16.971
50000,1e+12,16.99
1e+05,1e+12,16.996
0.5,1e+13,4.0615e-08
1,1e+13,0.057583
1.5,1e+13,0.9176
2,1e+13,1.4189
5,1e+13,2.7707
7,1e+13,3.3617
10,1e+13,4.2807
15,1e+13,5.0805
23,1e+13,6.4276
32,1e+13,6.8036
52,1e+13,6.9776
74,1e+13,7.2228
100,1e+13,7.6908
165,1e+13,9.2354
235,1e+13,10.749
310,1e+13,12.308
390,1e+13,13.777
475,1e+13,14.49
655,1e+13,14.861
845,1e+13,14.977
1000,1e+13,15.065
1441,1e+13,15.412
1925,1e+13,15.849
2454,1e+13,16.214
3030,1e+13,16.461
3655,1e+13,16.618
4331,1e+13,16.72
5060,1e+13,16.786
5844,1e+13,16.833
6685,1e+13,16.866
7585,1e+13,16.89
8546,1e+13,16.908
10000,1e+13,16.927
20000,1e+13,16.971
50000,1e+13,16.99
1e+05,1e+13,16.996
0.5,1e+14,3.3455e-08
1,1e+14,0.047131
1.5,1e+14,0.89647
2,1e+14,1.3854
5,1e+14,2.9419
7,1e+14,3.5154
10,1e+14,4.3635
15,1e+14,5.1059
23,1e+14,6.4367
32,1e+14,6.8055
52,1e+14,6.9781
74,1e+14,7.2234
100,1e+14,7.6916
165,1e+14,9.2361
235,1e+14,10.749
310,1e+14,12.309
390,1e+14,13.777
475,1e+14,14.49
655,1e+14,14.861
845,1e+14,14.977
1000,1e+14,15.065
1441,1e+14,15.413
1925,1e+14,15.849
2454,1e+14,16.214
3030,1e+14,16.461
3655,1e+14,16.618
4331,1e+14,16.72
5060,1e+14,16.786
5844,1e+14,16.833
6685,1e+14,16.866
7585,1e+14,16.89
8546,1e+14,16.908
10000,1e+14,16.927
20000,1e+14,16.971
50000,1e+14,16.99
1e+05,1e+14,16.996
0.5,1e+15,5.3341e-08
1,1e+15,0.05998
1.5,1e+15,0.91152
2,1e+15,1.4125
5,1e+15,3.1384
7,1e+15,3.9212
10,1e+15,4.6606
15,1e+15,5.2693
23,1e+15,6.5103
32,1e+15,6.8218
52,1e+15,6.9826
74,1e+15,7.2288
100,1e+15,7.6994
165,1e+15,9.2423
235,1e+15,10.752
310,1e+15,12.31
390,1e+15,13.778
475,1e+15,14.49
655,1e+15,14.861
845,1e+15,14.978
1000,1e+15,15.065
1441,1e+15,15.413
1925,1e+15,15.85
2454,1e+15,16.214
3030,1e+15,16.462
3655,1e+15,16.619
4331,1e+15,16.72
5060,1e+15,16.787
5844,1e+15,16.833
6685,1e+15,16.866
7585,1e+15,16.89
8546,1e+15,16.908
10000,1e+15,16.927
20000,1e+15,16.971
50000,1e+15,16.99
1e+05,1e+15,16.996
0.5,1e+16,6.7454e-08
1,1e+16,0.065559
1.5,1e+16,0.91323
2,1e+16,1.4093
5,1e+16,3.3119
7,1e+16,4.2868
10,1e+16,4.9712
15,1e+16,5.7722
23,1e+16,6.7512
32,1e+16,6.8958
52,1e+16,7.0156
74,1e+16,7.2765
100,1e+16,7.7694
165,1e+16,9.2973
235,1e+16,10.779
310,1e+16,12.325
390,1e+16,13.784
475,1e+16,14.492
655,1e+16,14.862
845,1e+16,14.978
1000,1e+16,15.066
1441,1e+16,15.415
1925,1e+16,15.851
2454,1e+16,16.216
3030,1e+16,16.463
3655,1e+16,16.619
4331,1e+16,16.72
5060,1e+16,16.787
5844,1e+16,16.833
6685,1e+16,16.866
7585,1e+16,16.89
8546,1e+16,16.908
10000,1e+16,16.927
20000,1e+16,16.971
50000,1e+16,16.99
1e+05,1e+16,16.996
0.5,1e+17,4.1307e-08
1,1e+17,0.040441
1.5,1e+17,0.84771
2,1e+17,1.2465
5,1e+17,3.3685
7,1e+17,4.4623
10,1e+17,5.1466
15,1e+17,6.3024
23,1e+17,6.9191
32,1e+17,6.9771
52,1e+17,7.1512
74,1e+17,7.5705
100,1e+17,8.1822
165,1e+17,9.6246
235,1e+17,10.972
310,1e+17,12.442
390,1e+17,13.838
475,1e+17,14.51
655,1e+17,14.865
845,1e+17,14.98
1000,1e+17,15.068
1441,1e+17,15.419
1925,1e+17,15.855
2454,1e+17,16.219
3030,1e+17,16.465
3655,1e+17,16.621
4331,1e+17,16.721
5060,1e+17,16.788
5844,1e+17,16.834
6685,1e+17,16.867
7585,1e+17,16.891
8546,1e+17,16.908
10000,1e+17,16.927
20000,1e+17,16.971
50000,1e+17,16.99
1e+05,1e+17,16.996
0.5,1e+18,9.6061e-09
1,1e+18,0.0087352
1.5,1e+18,0.51737
2,1e+18,0.96143
5,1e+18,3.112
7,1e+18,4.3234
10,1e+18,5.1758
15,1e+18,6.4709
23,1e+18,6.9564
32,1e+18,7.0329
52,1e+18,7.7138
74,1e+18,8.4862
100,1e+18,9.2091
165,1e+18,10.537
235,1e+18,11.72
310,1e+18,13.001
390,1e+18,14.102
475,1e+18,14.601
655,1e+18,14.882
845,1e+18,14.986
1000,1e+18,15.073
1441,1e+18,15.427
1925,1e+18,15.865
2454,1e+18,16.227
3030,1e+18,16.471
3655,1e+18,16.625
4331,1e+18,16.724
5060,1e+18,16.79
5844,1e+18,16.836
6685,1e+18,16.868
7585,1e+18,16.892
8546,1e+18,16.909
10000,1e+18,16.928
20000,1e+18,16.972
50000,1e+18,16.99
1e+05,1e+18,16.996
0.5,1e+19,2.1099e-09
1,1e+19,0.0013102
1.5,1e+19,0.12697
2,1e+19,0.60821
5,1e+19,2.4459
7,1e+19,3.6237
10,1e+19,4.8466
15,1e+19,6.2145
23,1e+19,6.9238
32,1e+19,7.2659
52,1e+19,8.6468
74,1e+19,9.6662
100,1e+19,10.49
165,1e+19,11.988
235,1e+19,13.055
310,1e+19,14.057
390,1e+19,14.582
475,1e+19,14.787
655,1e+19,14.924
845,1e+19,15.004
1000,1e+19,15.087
1441,1e+19,15.441
1925,1e+19,15.88
2454,1e+19,16.239
3030,1e+19,16.48
3655,1e+19,16.632
4331,1e+19,16.729
5060,1e+19,16.794
5844,1e+19,16.839
6685,1e+19,16.871
7585,1e+19,16.894
8546,1e+19,16.911
10000,1e+19,16.929
20000,1e+19,16.972
50000,1e+19,16.99
1e+05,1e+19,16.996
0.5,1e+20,1.1201e-09
1,1e+20,0.00028654
1.5,1e+20,0.02342
2,1e+20,0.1938
5,1e+20,1.6843
7,1e+20,2.6176
10,1e+20,3.9167
15,1e+20,5.262
23,1e+20,6.5851
32,1e+20,7.3692
52,1e+20,9.3071
74,1e+20,10.615
100,1e+20,11.775
165,1e+20,13.303
235,1e+20,14.337
310,1e+20,14.737
390,1e+20,14.867
475,1e+20,14.92
655,1e+20,14.973
845,1e+20,15.037
1000,1e+20,15.12
1441,1e+20,15.486
1925,1e+20,15.921
2454,1e+20,16.27
3030,1e+20,16.501
3655,1e+20,16.647
4331,1e+20,16.74
5060,1e+20,16.802
5844,1e+20,16.845
6685,1e+20,16.875
7585,1e+20,16.897
8546,1e+20,16.914
10000,1e+20,16.931
20000,1e+20,16.973
50000,1e+20,16.991
1e+05,1e+20,16.996
0.5,1e+21,4.5483e-09
1,1e+21,0.00017337
1.5,1e+21,0.007716
2,1e+21,0.057228
5,1e+21,0.73691
7,1e+21,1.4249
10,1e+21,2.6737
15,1e+21,4.1416
23,1e+21,5.5472
32,1e+21,6.5643
52,1e+21,8.9364
74,1e+21,10.806
100,1e+21,12.321
165,1e+21,14.19
235,1e+21,14.768
310,1e+21,14.897
390,1e+21,14.941
475,1e+21,14.965
655,1e+21,15.015
845,1e+21,15.12
1000,1e+21,15.245
1441,1e+21,15.665
1925,1e+21,16.062
2454,1e+21,16.358
3030,1e+21,16.555
3655,1e+21,16.68
4331,1e+21,16.762
5060,1e+21,16.817
5844,1e+21,16.855
6685,1e+21,16.883
7585,1e+21,16.904
8546,1e+21,16.919
10000,1e+21,16.935
20000,1e+21,16.974
50000,1e+21,16.991
1e+05,1e+21,16.996
0.5,1e+22,1.4362e-06
1,1e+22,0.00094221
1.5,1e+22,0.010713
2,1e+22,0.040813
5,1e+22,0.66181
