"Te","ne","CS"
0.5,1e+12,0.00021703
1,1e+12,0.52833
1.5,1e+12,1.5762
2,1e+12,1.9528
5,1e+12,2.9654
7,1e+12,3.5145
10,1e+12,4.2243
15,1e+12,5.1887
23,1e+12,6.4751
32,1e+12,6.9079
52,1e+12,7.7521
74,1e+12,8.9954
100,1e+12,10.473
165,1e+12,13.71
235,1e+12,14.529
310,1e+12,14.799
390,1e+12,15.011
475,1e+12,15.265
655,1e+12,16.055
845,1e+12,17.265
1000,1e+12,18.403
1441,1e+12,21.265
1925,1e+12,22.409
2454,1e+12,22.761
3030,1e+12,22.933
3655,1e+12,23.072
4331,1e+12,23.212
5060,1e+12,23.363
5844,1e+12,23.522
6685,1e+12,23.682
7585,1e+12,23.835
8546,1e+12,23.975
10000,1e+12,24.149
20000,1e+12,24.653
50000,1e+12,24.888
1e+05,1e+12,24.949
0.5,1e+13,0.0029328
1,1e+13,0.92758
1.5,1e+13,1.7683
2,1e+13,1.9773
5,1e+13,2.9768
7,1e+13,3.5243
10,1e+13,4.2295
15,1e+13,5.1915
23,1e+13,6.4759
32,1e+13,6.9081
52,1e+13,7.7523
74,1e+13,8.9956
100,1e+13,10.473
165,1e+13,13.711
235,1e+13,14.529
310,1e+13,14.799
390,1e+13,15.011
475,1e+13,15.265
655,1e+13,16.055
845,1e+13,17.265
1000,1e+13,18.403
1441,1e+13,21.265
1925,1e+13,22.409
2454,1e+13,22.761
3030,1e+13,22.933
3655,1e+13,23.072
4331,1e+13,23.212
5060,1e+13,23.363
5844,1e+13,23.522
6685,1e+13,23.682
7585,1e+13,23.835
8546,1e+13,23.975
10000,1e+13,24.149
20000,1e+13,24.653
50000,1e+13,24.888
1e+05,1e+13,24.949
0.5,1e+14,0.06857
1,1e+14,1.1377
1.5,1e+14,1.9727
2,1e+14,1.9992
5,1e+14,3.0443
7,1e+14,3.6082
10,1e+14,4.277
15,1e+14,5.2175
23,1e+14,6.4837
32,1e+14,6.9104
52,1e+14,7.754
74,1e+14,8.997
100,1e+14,10.474
165,1e+14,13.711
235,1e+14,14.529
310,1e+14,14.799
390,1e+14,15.011
475,1e+14,15.265
655,1e+14,16.055
845,1e+14,17.265
1000,1e+14,18.403
1441,1e+14,21.265
1925,1e+14,22.409
2454,1e+14,22.761
3030,1e+14,22.933
3655,1e+14,23.072
4331,1e+14,23.212
5060,1e+14,23.363
5844,1e+14,23.522
6685,1e+14,23.682
7585,1e+14,23.835
8546,1e+14,23.975
10000,1e+14,24.149
20000,1e+14,24.653
50000,1e+14,24.888
1e+05,1e+14,24.949
0.5,1e+15,0.14602
1,1e+15,1.3573
1.5,1e+15,1.9907
2,1e+15,2.0086
5,1e+15,3.2599
7,1e+15,3.9017
10,1e+15,4.517
15,1e+15,5.4056
23,1e+15,6.549
32,1e+15,6.9315
52,1e+15,7.7695
74,1e+15,9.0103
100,1e+15,10.482
165,1e+15,13.712
235,1e+15,14.529
310,1e+15,14.799
390,1e+15,15.011
475,1e+15,15.265
655,1e+15,16.055
845,1e+15,17.265
1000,1e+15,18.404
1441,1e+15,21.265
1925,1e+15,22.409
2454,1e+15,22.761
3030,1e+15,22.933
3655,1e+15,23.072
4331,1e+15,23.212
5060,1e+15,23.363
5844,1e+15,23.522
6685,1e+15,23.682
7585,1e+15,23.835
8546,1e+15,23.975
10000,1e+15,24.149
20000,1e+15,24.653
50000,1e+15,24.888
1e+05,1e+15,24.949
0.5,1e+16,0.065598
1,1e+16,1.0929
1.5,1e+16,1.9686
2,1e+16,2.026
5,1e+16,3.7634
7,1e+16,4.3202
10,1e+16,4.9976
15,1e+16,6.0928
23,1e+16,6.796
32,1e+16,7.0543
52,1e+16,7.9067
74,1e+16,9.1309
100,1e+16,10.558
165,1e+16,13.722
235,1e+16,14.531
310,1e+16,14.8
390,1e+16,15.012
475,1e+16,15.266
655,1e+16,16.056
845,1e+16,17.267
1000,1e+16,18.405
1441,1e+16,21.265
1925,1e+16,22.409
2454,1e+16,22.761
3030,1e+16,22.933
3655,1e+16,23.072
4331,1e+16,23.212
5060,1e+16,23.363
5844,1e+16,23.523
6685,1e+16,23.683
7585,1e+16,23.835
8546,1e+16,23.975
10000,1e+16,24.149
20000,1e+16,24.653
50000,1e+16,24.888
1e+05,1e+16,24.949
0.5,1e+17,0.010366
1,1e+17,0.63731
1.5,1e+17,1.7658
2,1e+17,1.9808
5,1e+17,3.9104
7,1e+17,4.7618
10,1e+17,5.5989
15,1e+17,6.7822
23,1e+17,7.0685
32,1e+17,7.4671
52,1e+17,8.6481
74,1e+17,9.7796
100,1e+17,11.04
165,1e+17,13.797
235,1e+17,14.541
310,1e+17,14.805
390,1e+17,15.016
475,1e+17,15.271
655,1e+17,16.065
845,1e+17,17.277
1000,1e+17,18.414
1441,1e+17,21.269
1925,1e+17,22.41
2454,1e+17,22.761
3030,1e+17,22.934
3655,1e+17,23.072
4331,1e+17,23.213
5060,1e+17,23.364
5844,1e+17,23.523
6685,1e+17,23.683
7585,1e+17,23.836
8546,1e+17,23.976
10000,1e+17,24.149
20000,1e+17,24.653
50000,1e+17,24.888
1e+05,1e+17,24.949
0.5,1e+18,0.0014327
1,1e+18,0.15665
1.5,1e+18,0.88177
2,1e+18,1.7078
5,1e+18,3.7071
7,1e+18,4.7371
10,1e+18,5.9097
15,1e+18,6.9279
23,1e+18,7.4642
32,1e+18,8.528
52,1e+18,10.072
74,1e+18,11.259
100,1e+18,12.398
165,1e+18,14.111
235,1e+18,14.61
310,1e+18,14.843
390,1e+18,15.054
475,1e+18,15.321
655,1e+18,16.147
845,1e+18,17.367
1000,1e+18,18.491
1441,1e+18,21.296
1925,1e+18,22.415
2454,1e+18,22.762
3030,1e+18,22.934
3655,1e+18,23.073
4331,1e+18,23.215
5060,1e+18,23.366
5844,1e+18,23.526
6685,1e+18,23.686
7585,1e+18,23.839
8546,1e+18,23.979
10000,1e+18,24.152
20000,1e+18,24.654
50000,1e+18,24.889
1e+05,1e+18,24.95
0.5,1e+19,0.00029236
1,1e+19,0.024682
1.5,1e+19,0.16076
2,1e+19,0.6374
5,1e+19,3.0026
7,1e+19,4.128
10,1e+19,5.5063
15,1e+19,6.8394
23,1e+19,7.8432
32,1e+19,9.5336
52,1e+19,11.759
74,1e+19,13.056
100,1e+19,13.931
165,1e+19,14.603
235,1e+19,14.833
310,1e+19,15.046
390,1e+19,15.326
475,1e+19,15.707
655,1e+19,16.74
845,1e+19,17.974
1000,1e+19,19.014
1441,1e+19,21.481
1925,1e+19,22.452
2454,1e+19,22.772
3030,1e+19,22.939
3655,1e+19,23.077
4331,1e+19,23.219
5060,1e+19,23.372
5844,1e+19,23.533
6685,1e+19,23.693
7585,1e+19,23.846
8546,1e+19,23.986
10000,1e+19,24.158
20000,1e+19,24.657
50000,1e+19,24.889
1e+05,1e+19,24.95
0.5,1e+20,0.00015407
1,1e+20,0.0054616
1.5,1e+20,0.026981
2,1e+20,0.089144
5,1e+20,1.9278
7,1e+20,3.0503
10,1e+20,4.4175
15,1e+20,6.1598
23,1e+20,7.4726
32,1e+20,9.5778
52,1e+20,12.522
74,1e+20,13.961
100,1e+20,14.628
165,1e+20,14.979
235,1e+20,15.399
310,1e+20,15.988
390,1e+20,16.644
475,1e+20,17.3
655,1e+20,18.532
845,1e+20,19.696
1000,1e+20,20.557
1441,1e+20,22.078
1925,1e+20,22.611
2454,1e+20,22.826
3030,1e+20,22.963
3655,1e+20,23.092
4331,1e+20,23.231
5060,1e+20,23.383
5844,1e+20,23.544
6685,1e+20,23.705
7585,1e+20,23.857
8546,1e+20,23.998
10000,1e+20,24.169
20000,1e+20,24.662
50000,1e+20,24.891
1e+05,1e+20,24.951
0.5,1e+21,0.00062492
1,1e+21,0.0033496
1.5,1e+21,0.0095478
2,1e+21,0.024306
5,1e+21,0.93433
7,1e+21,1.8756
10,1e+21,3.1617
15,1e+21,4.8289
23,1e+21,6.3511
32,1e+21,8.0391
52,1e+21,11.626
74,1e+21,13.607
100,1e+21,14.557
165,1e+21,15.898
235,1e+21,17.082
310,1e+21,18.035
390,1e+21,18.864
475,1e+21,19.63
655,1e+21,20.877
845,1e+21,21.735
1000,1e+21,22.153
