"Te","ne","CS"
0.5,1e+12,0.00046833
1,1e+12,0.94777
1.5,1e+12,1.2127
2,1e+12,1.8527
5,1e+12,3.5925
7,1e+12,3.9879
10,1e+12,4.6972
15,1e+12,5.5875
23,1e+12,6.1141
32,1e+12,6.7206
52,1e+12,8.1368
74,1e+12,9.3916
100,1e+12,10.593
165,1e+12,12.858
235,1e+12,14.605
310,1e+12,15.868
390,1e+12,17.317
475,1e+12,19.578
655,1e+12,22.613
845,1e+12,23.334
1000,1e+12,23.595
1441,1e+12,24.112
1925,1e+12,24.828
2454,1e+12,26.058
3030,1e+12,27.737
3655,1e+12,29.278
4331,1e+12,30.309
5060,1e+12,30.916
5844,1e+12,31.277
6685,1e+12,31.507
7585,1e+12,31.667
8546,1e+12,31.789
10000,1e+12,31.927
20000,1e+12,32.528
50000,1e+12,33.333
1e+05,1e+12,33.681
0.5,1e+13,0.00025141
1,1e+13,0.90374
1.5,1e+13,1.2586
2,1e+13,1.9065
5,1e+13,3.6048
7,1e+13,3.9912
10,1e+13,4.6985
15,1e+13,5.5878
23,1e+13,6.1145
32,1e+13,6.7213
52,1e+13,8.1372
74,1e+13,9.3918
100,1e+13,10.593
165,1e+13,12.859
235,1e+13,14.605
310,1e+13,15.868
390,1e+13,17.317
475,1e+13,19.578
655,1e+13,22.613
845,1e+13,23.334
1000,1e+13,23.595
1441,1e+13,24.112
1925,1e+13,24.828
2454,1e+13,26.058
3030,1e+13,27.737
3655,1e+13,29.278
4331,1e+13,30.309
5060,1e+13,30.916
5844,1e+13,31.277
6685,1e+13,31.507
7585,1e+13,31.667
8546,1e+13,31.789
10000,1e+13,31.927
20000,1e+13,32.528
50000,1e+13,33.334
1e+05,1e+13,33.681
0.5,1e+14,0.00010241
1,1e+14,0.78568
1.5,1e+14,1.2202
2,1e+14,1.9217
5,1e+14,3.6671
7,1e+14,4.0136
10,1e+14,4.7097
15,1e+14,5.5904
23,1e+14,6.1177
32,1e+14,6.7274
52,1e+14,8.1408
74,1e+14,9.3935
100,1e+14,10.594
165,1e+14,12.859
235,1e+14,14.605
310,1e+14,15.868
390,1e+14,17.317
475,1e+14,19.579
655,1e+14,22.613
845,1e+14,23.334
1000,1e+14,23.595
1441,1e+14,24.112
1925,1e+14,24.828
2454,1e+14,26.058
3030,1e+14,27.737
3655,1e+14,29.278
4331,1e+14,30.309
5060,1e+14,30.916
5844,1e+14,31.277
6685,1e+14,31.508
7585,1e+14,31.667
8546,1e+14,31.789
10000,1e+14,31.927
20000,1e+14,32.528
50000,1e+14,33.334
1e+05,1e+14,33.681
0.5,1e+15,2.2233e-05
1,1e+15,0.44204
1.5,1e+15,1.1139
2,1e+15,1.8822
5,1e+15,3.761
7,1e+15,4.0806
10,1e+15,4.7823
15,1e+15,5.6146
23,1e+15,6.15
32,1e+15,6.7853
52,1e+15,8.1741
74,1e+15,9.4095
100,1e+15,10.603
165,1e+15,12.862
235,1e+15,14.607
310,1e+15,15.869
390,1e+15,17.318
475,1e+15,19.579
655,1e+15,22.613
845,1e+15,23.334
1000,1e+15,23.595
1441,1e+15,24.112
1925,1e+15,24.828
2454,1e+15,26.058
3030,1e+15,27.737
3655,1e+15,29.278
4331,1e+15,30.309
5060,1e+15,30.916
5844,1e+15,31.277
6685,1e+15,31.508
7585,1e+15,31.667
8546,1e+15,31.789
10000,1e+15,31.927
20000,1e+15,32.528
50000,1e+15,33.334
1e+05,1e+15,33.681
0.5,1e+16,8.9725e-06
1,1e+16,0.24877
1.5,1e+16,1.0615
2,1e+16,1.8372
5,1e+16,3.7952
7,1e+16,4.1839
10,1e+16,4.9832
15,1e+16,5.7397
23,1e+16,6.4252
32,1e+16,7.1413
52,1e+16,8.4011
74,1e+16,9.541
100,1e+16,10.679
165,1e+16,12.893
235,1e+16,14.621
310,1e+16,15.876
390,1e+16,17.323
475,1e+16,19.583
655,1e+16,22.614
