"Te","ne","CS"
0.5,1e+12,6.9628e-06
1,1e+12,0.67768
1.5,1e+12,0.99666
2,1e+12,1.1498
5,1e+12,2.0159
7,1e+12,2.3363
10,1e+12,3.5184
15,1e+12,3.9613
23,1e+12,3.995
32,1e+12,3.9996
52,1e+12,4.1491
74,1e+12,4.7417
100,1e+12,5.2822
165,1e+12,5.8707
235,1e+12,5.9615
310,1e+12,5.9827
390,1e+12,5.9903
475,1e+12,5.9938
655,1e+12,5.9967
845,1e+12,5.9979
1000,1e+12,5.9984
1441,1e+12,5.9991
1925,1e+12,5.9994
2454,1e+12,5.9995
3030,1e+12,5.9996
3655,1e+12,5.9997
4331,1e+12,5.9998
5060,1e+12,5.9998
5844,1e+12,5.9998
6685,1e+12,5.9999
7585,1e+12,5.9999
8546,1e+12,5.9999
10000,1e+12,5.9999
20000,1e+12,6
50000,1e+12,6
1e+05,1e+12,6
0.5,1e+13,4.1558e-06
1,1e+13,0.57956
1.5,1e+13,0.99643
2,1e+13,1.2294
5,1e+13,2.0239
7,1e+13,2.3701
10,1e+13,3.5326
15,1e+13,3.9617
23,1e+13,3.995
32,1e+13,3.9996
52,1e+13,4.1525
74,1e+13,4.7467
100,1e+13,5.2839
165,1e+13,5.8709
235,1e+13,5.9615
310,1e+13,5.9827
390,1e+13,5.9903
475,1e+13,5.9938
655,1e+13,5.9967
845,1e+13,5.9979
1000,1e+13,5.9984
1441,1e+13,5.9991
1925,1e+13,5.9994
2454,1e+13,5.9995
3030,1e+13,5.9996
3655,1e+13,5.9997
4331,1e+13,5.9998
5060,1e+13,5.9998
5844,1e+13,5.9998
6685,1e+13,5.9999
7585,1e+13,5.9999
8546,1e+13,5.9999
10000,1e+13,5.9999
20000,1e+13,6
50000,1e+13,6
1e+05,1e+13,6
0.5,1e+14,6.0511e-06
1,1e+14,0.627
1.5,1e+14,1.0009
2,1e+14,1.3419
5,1e+14,2.068
7,1e+14,2.5844
10,1e+14,3.6117
15,1e+14,3.9649
23,1e+14,3.9952
32,1e+14,3.9999
52,1e+14,4.1672
74,1e+14,4.7637
100,1e+14,5.2891
165,1e+14,5.8716
235,1e+14,5.9617
310,1e+14,5.9828
390,1e+14,5.9904
475,1e+14,5.9938
655,1e+14,5.9967
845,1e+14,5.9979
1000,1e+14,5.9984
1441,1e+14,5.9991
1925,1e+14,5.9994
2454,1e+14,5.9995
3030,1e+14,5.9997
3655,1e+14,5.9997
4331,1e+14,5.9998
5060,1e+14,5.9998
5844,1e+14,5.9998
6685,1e+14,5.9999
7585,1e+14,5.9999
8546,1e+14,5.9999
10000,1e+14,5.9999
20000,1e+14,6
50000,1e+14,6
1e+05,1e+14,6
0.5,1e+15,9.5906e-06
1,1e+15,0.68846
1.5,1e+15,1.0093
2,1e+15,1.5173
5,1e+15,2.2127
7,1e+15,2.9539
10,1e+15,3.7628
15,1e+15,3.9761
23,1e+15,3.9964
32,1e+15,4.0012
52,1e+15,4.2187
74,1e+15,4.813
100,1e+15,5.3037
165,1e+15,5.8734
235,1e+15,5.9622
310,1e+15,5.983
390,1e+15,5.9905
475,1e+15,5.9939
655,1e+15,5.9968
845,1e+15,5.9979
1000,1e+15,5.9984
1441,1e+15,5.9991
1925,1e+15,5.9994
2454,1e+15,5.9996
3030,1e+15,5.9997
3655,1e+15,5.9997
4331,1e+15,5.9998
5060,1e+15,5.9998
5844,1e+15,5.9998
6685,1e+15,5.9999
7585,1e+15,5.9999
8546,1e+15,5.9999
10000,1e+15,5.9999
20000,1e+15,6
50000,1e+15,6
1e+05,1e+15,6
0.5,1e+16,8.1685e-06
1,1e+16,0.63955
1.5,1e+16,1.0073
2,1e+16,1.5355
5,1e+16,2.4507
7,1e+16,3.3712
10,1e+16,3.9242
15,1e+16,3.9917
23,1e+16,3.9985
32,1e+16,4.0041
52,1e+16,4.3142
74,1e+16,4.8811
100,1e+16,5.326
165,1e+16,5.8768
235,1e+16,5.9632
310,1e+16,5.9834
390,1e+16,5.9907
475,1e+16,5.994
655,1e+16,5.9968
845,1e+16,5.998
1000,1e+16,5.9985
1441,1e+16,5.9991
1925,1e+16,5.9994
2454,1e+16,5.9996
3030,1e+16,5.9997
3655,1e+16,5.9997
4331,1e+16,5.9998
5060,1e+16,5.9998
5844,1e+16,5.9998
6685,1e+16,5.9999
7585,1e+16,5.9999
8546,1e+16,5.9999
10000,1e+16,5.9999
20000,1e+16,6
50000,1e+16,6
1e+05,1e+16,6
0.5,1e+17,2.6164e-06
1,1e+17,0.34388
1.5,1e+17,0.97295
2,1e+17,1.2619
5,1e+17,2.5565
7,1e+17,3.6669
10,1e+17,3.9736
15,1e+17,3.997
23,1e+17,3.9994
32,1e+17,4.0073
52,1e+17,4.4117
74,1e+17,4.9358
100,1e+17,5.3534
165,1e+17,5.8832
235,1e+17,5.965
310,1e+17,5.9842
390,1e+17,5.9911
475,1e+17,5.9943
655,1e+17,5.997
845,1e+17,5.9981
1000,1e+17,5.9985
1441,1e+17,5.9991
1925,1e+17,5.9994
2454,1e+17,5.9996
3030,1e+17,5.9997
3655,1e+17,5.9997
4331,1e+17,5.9998
5060,1e+17,5.9998
5844,1e+17,5.9998
6685,1e+17,5.9999
7585,1e+17,5.9999
8546,1e+17,5.9999
10000,1e+17,5.9999
20000,1e+17,6
50000,1e+17,6
1e+05,1e+17,6
0.5,1e+18,4.2577e-07
1,1e+18,0.066884
1.5,1e+18,0.81144
2,1e+18,1.0019
5,1e+18,2.3028
7,1e+18,3.5585
10,1e+18,3.9647
15,1e+18,3.9943
23,1e+18,3.9983
32,1e+18,4.0145
52,1e+18,4.5877
74,1e+18,5.0091
100,1e+18,5.4034
165,1e+18,5.8957
235,1e+18,5.9684
310,1e+18,5.9856
390,1e+18,5.9918
475,1e+18,5.9947
655,1e+18,5.9971
845,1e+18,5.9982
1000,1e+18,5.9986
1441,1e+18,5.9992
1925,1e+18,5.9994
2454,1e+18,5.9996
3030,1e+18,5.9997
3655,1e+18,5.9998
4331,1e+18,5.9998
5060,1e+18,5.9998
5844,1e+18,5.9999
6685,1e+18,5.9999
7585,1e+18,5.9999
8546,1e+18,5.9999
10000,1e+18,5.9999
20000,1e+18,6
50000,1e+18,6
1e+05,1e+18,6
0.5,1e+19,8.8499e-08
1,1e+19,0.0098777
1.5,1e+19,0.37521
2,1e+19,0.80666
5,1e+19,1.9587
7,1e+19,2.7864
10,1e+19,3.7985
15,1e+19,3.9598
23,1e+19,3.9849
32,1e+19,4.0076
52,1e+19,4.6277
74,1e+19,5.0481
100,1e+19,5.4852
165,1e+19,5.9139
235,1e+19,5.9715
310,1e+19,5.9858
390,1e+19,5.9914
475,1e+19,5.9942
655,1e+19,5.9967
845,1e+19,5.9978
1000,1e+19,5.9983
1441,1e+19,5.999
1925,1e+19,5.9993
2454,1e+19,5.9995
3030,1e+19,5.9996
3655,1e+19,5.9997
4331,1e+19,5.9998
5060,1e+19,5.9998
5844,1e+19,5.9998
6685,1e+19,5.9999
7585,1e+19,5.9999
8546,1e+19,5.9999
10000,1e+19,5.9999
20000,1e+19,6
50000,1e+19,6
1e+05,1e+19,6
0.5,1e+20,4.6711e-08
1,1e+20,0.0021605
1.5,1e+20,0.091934
2,1e+20,0.42304
5,1e+20,1.6195
7,1e+20,2.0304
10,1e+20,3.0615
15,1e+20,3.7741
23,1e+20,3.9181
32,1e+20,3.9505
52,1e+20,4.5268
74,1e+20,5.1145
100,1e+20,5.6269
165,1e+20,5.9394
235,1e+20,5.9727
310,1e+20,5.9829
390,1e+20,5.9873
475,1e+20,5.9908
655,1e+20,5.993
845,1e+20,5.9946
1000,1e+20,5.9953
1441,1e+20,5.9966
1925,1e+20,5.9975
2454,1e+20,5.9983
3030,1e+20,5.9987
3655,1e+20,5.999
4331,1e+20,5.9992
5060,1e+20,5.9994
5844,1e+20,5.9995
6685,1e+20,5.9996
7585,1e+20,5.9997
8546,1e+20,5.9997
10000,1e+20,5.9998
20000,1e+20,5.9999
50000,1e+20,6
1e+05,1e+20,6
0.5,1e+21,1.8954e-07
1,1e+21,0.0013097
1.5,1e+21,0.032439
2,1e+21,0.16664
5,1e+21,0.90594
7,1e+21,1.4171
10,1e+21,2.0817
15,1e+21,3.1718
23,1e+21,3.7175
32,1e+21,3.8636
52,1e+21,4.3979
74,1e+21,5.1088
100,1e+21,5.6548
165,1e+21,5.9333
235,1e+21,5.9634
310,1e+21,5.9778
390,1e+21,5.9807
475,1e+21,5.9858
655,1e+21,5.989
845,1e+21,5.9906
1000,1e+21,5.9927
1441,1e+21,5.9947
1925,1e+21,5.9958
2454,1e+21,5.9965
3030,1e+21,5.9969
3655,1e+21,5.9972
4331,1e+21,5.9975
5060,1e+21,5.998
5844,1e+21,5.9981
6685,1e+21,5.9982
7585,1e+21,5.9985
8546,1e+21,5.9986
10000,1e+21,5.9987
20000,1e+21,5.9993
50000,1e+21,5.9998
1e+05,1e+21,5.9999
0.5,1e+22,5.9848e-05
1,1e+22,0.007099
1.5,1e+22,0.044868
2,1e+22,0.12343
5,1e+22,0.84138
7,1e+22,1.2874
10,1e+22,1.7251
15,1e+22,2.2919
23,1e+22,3.1054
32,1e+22,3.5421
52,1e+22,4.0557
74,1e+22,4.8242
100,1e+22,5.4538
165,1e+22,5.864
235,1e+22,5.9331
310,1e+22,5.9591
390,1e+22,5.9576
475,1e+22,5.9687
655,1e+22,5.9808
845,1e+22,5.9805
1000,1e+22,5.9848
1441,1e+22,5.9912
1925,1e+22,5.9918
2454,1e+22,5.9943
3030,1e+22,5.9942
3655,1e+22,5.9956
4331,1e+22,5.9955
5060,1e+22,5.9964
5844,1e+22,5.9962
6685,1e+22,5.9969
7585,1e+22,5.9974
8546,1e+22,5.9972
10000,1e+22,5.9978
20000,1e+22,5.9985
50000,1e+22,5.9994
1e+05,1e+22,5.9996
0.5,1e+23,2
1,1e+23,2
1.5,1e+23,2
2,1e+23,2
5,1e+23,2.0038
7,1e+23,1.3659
10,1e+23,1.5223
15,1e+23,1.8194
23,1e+23,2.3716
32,1e+23,2.9039
52,1e+23,3.5459
74,1e+23,4.147
100,1e+23,4.8514
165,1e+23,5.6256
235,1e+23,5.8111
310,1e+23,5.8887
390,1e+23,5.9257
475,1e+23,5.9467
655,1e+23,5.9684
845,1e+23,5.9586
1000,1e+23,5.9678
1441,1e+23,5.9813
1925,1e+23,5.9879
2454,1e+23,5.9849
3030,1e+23,5.989
3655,1e+23,5.9917
4331,1e+23,5.9935
5060,1e+23,5.9916
5844,1e+23,5.9932
6685,1e+23,5.9945
7585,1e+23,5.9954
8546,1e+23,5.9962
10000,1e+23,5.9953
20000,1e+23,5.9976
50000,1e+23,5.9989
1e+05,1e+23,5.9993
0.5,1e+24,4
1,1e+24,4
1.5,1e+24,4
2,1e+24,4
5,1e+24,4
7,1e+24,4
10,1e+24,4
15,1e+24,4
23,1e+24,4
32,1e+24,4.0002
52,1e+24,4.0154
74,1e+24,4.127
100,1e+24,4.434
165,1e+24,5.0506
235,1e+24,5.3467
310,1e+24,5.5762
390,1e+24,5.7148
475,1e+24,5.7963
655,1e+24,5.8811
845,1e+24,5.9216
1000,1e+24,5.9403
1441,1e+24,5.9666
1925,1e+24,5.9788
2454,1e+24,5.9854
3030,1e+24,5.9723
