"Te","ne","CS"
0.5,1e+12,4.8948e-08
1,1e+12,0.13925
1.5,1e+12,0.9693
2,1e+12,0.99862
5,1e+12,2.0509
7,1e+12,2.6116
10,1e+12,3.2651
15,1e+12,3.8081
23,1e+12,4.5784
32,1e+12,5.7154
52,1e+12,5.9774
74,1e+12,5.9956
100,1e+12,6.0327
165,1e+12,6.6078
235,1e+12,7.3238
310,1e+12,7.705
390,1e+12,7.8565
475,1e+12,7.9196
655,1e+12,7.9652
845,1e+12,7.9804
1000,1e+12,7.9861
1441,1e+12,7.9929
1925,1e+12,7.9955
2454,1e+12,7.9969
3030,1e+12,7.9977
3655,1e+12,7.9982
4331,1e+12,7.9985
5060,1e+12,7.9988
5844,1e+12,7.999
6685,1e+12,7.9992
7585,1e+12,7.9993
8546,1e+12,7.9993
10000,1e+12,7.9995
20000,1e+12,7.9998
50000,1e+12,7.9999
1e+05,1e+12,8
0.5,1e+13,2.4952e-08
1,1e+13,0.084707
1.5,1e+13,0.95293
2,1e+13,0.99806
5,1e+13,2.0787
7,1e+13,2.6483
10,1e+13,3.2837
15,1e+13,3.814
23,1e+13,4.5811
32,1e+13,5.716
52,1e+13,5.9774
74,1e+13,5.9956
100,1e+13,6.033
165,1e+13,6.6097
235,1e+13,7.3245
310,1e+13,7.7052
390,1e+13,7.8565
475,1e+13,7.9196
655,1e+13,7.9652
845,1e+13,7.9804
1000,1e+13,7.9861
1441,1e+13,7.9929
1925,1e+13,7.9955
2454,1e+13,7.9969
3030,1e+13,7.9977
3655,1e+13,7.9982
4331,1e+13,7.9985
5060,1e+13,7.9988
5844,1e+13,7.999
6685,1e+13,7.9992
7585,1e+13,7.9993
8546,1e+13,7.9993
10000,1e+13,7.9995
20000,1e+13,7.9998
50000,1e+13,7.9999
1e+05,1e+13,8
0.5,1e+14,4.3778e-08
1,1e+14,0.11561
1.5,1e+14,0.9682
2,1e+14,0.99954
5,1e+14,2.152
7,1e+14,2.7936
10,1e+14,3.378
15,1e+14,3.8526
23,1e+14,4.6029
32,1e+14,5.7209
