"Te","ne","CS"
0.5,1e+12,1.0498
1,1e+12,1.9996
1.5,1e+12,2
2,1e+12,2
5,1e+12,2.621
7,1e+12,3.3767
10,1e+12,4.2375
15,1e+12,5.5923
23,1e+12,7.421
32,1e+12,8.7338
52,1e+12,11.488
74,1e+12,11.985
100,1e+12,12.537
165,1e+12,14.827
235,1e+12,17.785
310,1e+12,22.104
390,1e+12,26.536
475,1e+12,28.347
655,1e+12,29.268
845,1e+12,29.623
1000,1e+12,29.84
1441,1e+12,30.54
1925,1e+12,31.86
2454,1e+12,34.215
3030,1e+12,37.387
3655,1e+12,40.974
4331,1e+12,44.003
5060,1e+12,45.614
5844,1e+12,46.441
6685,1e+12,46.961
7585,1e+12,47.362
8546,1e+12,47.725
10000,1e+12,48.262
20000,1e+12,52.25
50000,1e+12,54.936
1e+05,1e+12,55.801
0.5,1e+13,1.0491
1,1e+13,1.9996
1.5,1e+13,2
2,1e+13,2.0001
5,1e+13,2.8758
7,1e+13,3.4523
10,1e+13,4.2515
15,1e+13,5.5964
23,1e+13,7.4237
32,1e+13,8.7352
52,1e+13,11.488
74,1e+13,11.985
100,1e+13,12.537
165,1e+13,14.827
235,1e+13,17.786
310,1e+13,22.104
390,1e+13,26.536
475,1e+13,28.347
655,1e+13,29.268
845,1e+13,29.623
1000,1e+13,29.84
1441,1e+13,30.54
1925,1e+13,31.86
2454,1e+13,34.215
3030,1e+13,37.387
3655,1e+13,40.974
4331,1e+13,44.003
5060,1e+13,45.614
5844,1e+13,46.441
6685,1e+13,46.961
7585,1e+13,47.362
8546,1e+13,47.725
10000,1e+13,48.262
20000,1e+13,52.25
50000,1e+13,54.936
1e+05,1e+13,55.801
0.5,1e+14,1.0425
1,1e+14,1.9996
1.5,1e+14,2
2,1e+14,2.0007
5,1e+14,3.0738
7,1e+14,3.6621
10,1e+14,4.3267
15,1e+14,5.6338
23,1e+14,7.4498
32,1e+14,8.7479
52,1e+14,11.49
74,1e+14,11.986
100,1e+14,12.537
165,1e+14,14.828
235,1e+14,17.786
310,1e+14,22.105
390,1e+14,26.537
475,1e+14,28.347
655,1e+14,29.268
845,1e+14,29.623
1000,1e+14,29.84
1441,1e+14,30.54
1925,1e+14,31.86
2454,1e+14,34.215
3030,1e+14,37.387
3655,1e+14,40.974
4331,1e+14,44.003
5060,1e+14,45.614
5844,1e+14,46.441
6685,1e+14,46.961
7585,1e+14,47.362
8546,1e+14,47.725
10000,1e+14,48.262
20000,1e+14,52.25
50000,1e+14,54.935
1e+05,1e+14,55.801
0.5,1e+15,1.0173
1,1e+15,1.9991
1.5,1e+15,2
2,1e+15,2.0059
5,1e+15,3.4317
7,1e+15,4.0033
10,1e+15,4.6657
15,1e+15,5.9308
23,1e+15,7.6459
32,1e+15,8.8549
52,1e+15,11.506
74,1e+15,11.99
100,1e+15,12.54
165,1e+15,14.831
235,1e+15,17.788
310,1e+15,22.106
390,1e+15,26.537
475,1e+15,28.347
655,1e+15,29.268
845,1e+15,29.623
1000,1e+15,29.84
1441,1e+15,30.54
1925,1e+15,31.86
2454,1e+15,34.215
3030,1e+15,37.388
3655,1e+15,40.974
4331,1e+15,44.003
5060,1e+15,45.614
5844,1e+15,46.441
6685,1e+15,46.961
7585,1e+15,47.362
8546,1e+15,47.725
10000,1e+15,48.262
20000,1e+15,52.25
50000,1e+15,54.935
1e+05,1e+15,55.801
0.5,1e+16,0.99639
1,1e+16,1.9944
1.5,1e+16,1.9999
2,1e+16,2.0236
5,1e+16,3.9905
7,1e+16,4.8011
10,1e+16,5.7228
15,1e+16,7.1326
23,1e+16,8.1366
32,1e+16,9.5491
52,1e+16,11.605
74,1e+16,12.02
100,1e+16,12.567
165,1e+16,14.859
235,1e+16,17.805
310,1e+16,22.114
390,1e+16,26.539
475,1e+16,28.348
655,1e+16,29.268
845,1e+16,29.623
1000,1e+16,29.84
1441,1e+16,30.541
1925,1e+16,31.86
2454,1e+16,34.216
3030,1e+16,37.388
3655,1e+16,40.975
4331,1e+16,44.003
5060,1e+16,45.614
5844,1e+16,46.441
6685,1e+16,46.961
7585,1e+16,47.362
8546,1e+16,47.725
10000,1e+16,48.262
20000,1e+16,52.25
50000,1e+16,54.934
1e+05,1e+16,55.8
0.5,1e+17,0.94649
1,1e+17,1.9546
1.5,1e+17,1.9991
2,1e+17,2.0082
5,1e+17,4.5517
7,1e+17,5.7214
10,1e+17,6.971
15,1e+17,8.0018
23,1e+17,9.8138
32,1e+17,11.269
52,1e+17,11.835
74,1e+17,12.166
100,1e+17,12.766
165,1e+17,15.094
235,1e+17,17.949
310,1e+17,22.17
390,1e+17,26.549
475,1e+17,28.35
655,1e+17,29.269
845,1e+17,29.623
1000,1e+17,29.841
1441,1e+17,30.542
1925,1e+17,31.863
2454,1e+17,34.219
3030,1e+17,37.391
3655,1e+17,40.976
4331,1e+17,44.004
5060,1e+17,45.614
5844,1e+17,46.442
6685,1e+17,46.962
7585,1e+17,47.362
8546,1e+17,47.725
10000,1e+17,48.262
20000,1e+17,52.25
50000,1e+17,54.934
1e+05,1e+17,55.8
0.5,1e+18,0.70501
1,1e+18,1.7318
1.5,1e+18,1.992
2,1e+18,2.0001
5,1e+18,4.3315
7,1e+18,5.8891
10,1e+18,7.549
15,1e+18,9.5863
23,1e+18,11.682
32,1e+18,11.879
52,1e+18,12.139
74,1e+18,12.799
100,1e+18,13.852
165,1e+18,16.315
235,1e+18,18.844
310,1e+18,22.547
390,1e+18,26.608
475,1e+18,28.361
655,1e+18,29.272
845,1e+18,29.628
1000,1e+18,29.848
1441,1e+18,30.558
