"Te","ne","CS"
0.5,1e+12,0.0076094
1,1e+12,0.92732
1.5,1e+12,1.6
2,1e+12,1.9562
5,1e+12,3.0189
7,1e+12,4.4051
10,1e+12,4.9528
15,1e+12,5.0546
23,1e+12,5.5026
32,1e+12,6.3032
52,1e+12,7.9454
74,1e+12,9.5613
100,1e+12,11.315
165,1e+12,12.606
235,1e+12,12.899
310,1e+12,13.17
390,1e+12,13.557
475,1e+12,14.117
655,1e+12,15.676
845,1e+12,17.503
1000,1e+12,18.843
1441,1e+12,20.461
1925,1e+12,20.825
2454,1e+12,20.996
3030,1e+12,21.155
3655,1e+12,21.332
4331,1e+12,21.526
5060,1e+12,21.723
5844,1e+12,21.908
6685,1e+12,22.072
7585,1e+12,22.213
8546,1e+12,22.331
10000,1e+12,22.463
20000,1e+12,22.794
50000,1e+12,22.935
1e+05,1e+12,22.97
0.5,1e+13,0.0073086
1,1e+13,0.95379
1.5,1e+13,1.8148
2,1e+13,1.9853
5,1e+13,3.0314
7,1e+13,4.419
10,1e+13,4.9534
15,1e+13,5.0549
23,1e+13,5.5032
32,1e+13,6.3039
52,1e+13,7.9457
74,1e+13,9.5616
100,1e+13,11.315
165,1e+13,12.606
235,1e+13,12.899
310,1e+13,13.17
390,1e+13,13.557
475,1e+13,14.117
655,1e+13,15.676
845,1e+13,17.503
1000,1e+13,18.843
1441,1e+13,20.461
1925,1e+13,20.825
2454,1e+13,20.996
3030,1e+13,21.155
3655,1e+13,21.332
4331,1e+13,21.526
5060,1e+13,21.723
5844,1e+13,21.908
6685,1e+13,22.072
7585,1e+13,22.213
8546,1e+13,22.331
10000,1e+13,22.463
20000,1e+13,22.794
50000,1e+13,22.935
1e+05,1e+13,22.97
0.5,1e+14,0.010992
1,1e+14,1.2358
1.5,1e+14,1.9808
2,1e+14,2.0107
5,1e+14,3.1011
7,1e+14,4.5309
10,1e+14,4.9592
15,1e+14,5.0577
23,1e+14,5.5095
32,1e+14,6.3103
52,1e+14,7.9485
74,1e+14,9.5631
100,1e+14,11.316
165,1e+14,12.606
235,1e+14,12.899
310,1e+14,13.17
390,1e+14,13.557
475,1e+14,14.117
655,1e+14,15.676
845,1e+14,17.503
1000,1e+14,18.843
1441,1e+14,20.461
1925,1e+14,20.825
2454,1e+14,20.996
3030,1e+14,21.155
3655,1e+14,21.332
4331,1e+14,21.526
5060,1e+14,21.723
5844,1e+14,21.908
6685,1e+14,22.072
7585,1e+14,22.213
8546,1e+14,22.331
10000,1e+14,22.463
20000,1e+14,22.794
50000,1e+14,22.935
1e+05,1e+14,22.97
0.5,1e+15,0.046467
1,1e+15,1.5359
1.5,1e+15,1.9946
2,1e+15,2.0949
5,1e+15,3.4806
7,1e+15,4.8159
10,1e+15,4.9818
15,1e+15,5.0818
23,1e+15,5.572
32,1e+15,6.3706
52,1e+15,7.9746
74,1e+15,9.5772
100,1e+15,11.321
165,1e+15,12.606
235,1e+15,12.899
310,1e+15,13.17
390,1e+15,13.557
475,1e+15,14.117
655,1e+15,15.677
845,1e+15,17.503
1000,1e+15,18.843
1441,1e+15,20.461
1925,1e+15,20.825
2454,1e+15,20.996
3030,1e+15,21.155
3655,1e+15,21.332
4331,1e+15,21.526
5060,1e+15,21.723
5844,1e+15,21.908
6685,1e+15,22.072
7585,1e+15,22.213
8546,1e+15,22.331
10000,1e+15,22.463
20000,1e+15,22.794
50000,1e+15,22.935
1e+05,1e+15,22.97
0.5,1e+16,0.10107
1,1e+16,1.2414
1.5,1e+16,1.9802
2,1e+16,2.2099
5,1e+16,4.3936
7,1e+16,4.9635
10,1e+16,5.0044
15,1e+16,5.2286
23,1e+16,5.9341
32,1e+16,6.7169
52,1e+16,8.1804
74,1e+16,9.6987
100,1e+16,11.362
165,1e+16,12.609
235,1e+16,12.9
310,1e+16,13.171
390,1e+16,13.559
475,1e+16,14.119
655,1e+16,15.679
845,1e+16,17.505
1000,1e+16,18.844
1441,1e+16,20.462
1925,1e+16,20.825
2454,1e+16,20.996
3030,1e+16,21.155
3655,1e+16,21.332
4331,1e+16,21.526
5060,1e+16,21.723
5844,1e+16,21.908
6685,1e+16,22.072
7585,1e+16,22.214
8546,1e+16,22.331
10000,1e+16,22.464
20000,1e+16,22.795
50000,1e+16,22.935
1e+05,1e+16,22.97
0.5,1e+17,0.034384
1,1e+17,0.87105
1.5,1e+17,1.8379
2,1e+17,2.0558
5,1e+17,4.6521
7,1e+17,4.9825
10,1e+17,5.0176
15,1e+17,5.6273
23,1e+17,6.7429
32,1e+17,7.6389
52,1e+17,8.9983
74,1e+17,10.314
100,1e+17,11.615
165,1e+17,12.63
235,1e+17,12.91
310,1e+17,13.183
390,1e+17,13.575
475,1e+17,14.141
655,1e+17,15.7
845,1e+17,17.519
1000,1e+17,18.853
1441,1e+17,20.463
1925,1e+17,20.826
2454,1e+17,20.997
3030,1e+17,21.156
3655,1e+17,21.334
4331,1e+17,21.528
5060,1e+17,21.725
5844,1e+17,21.91
6685,1e+17,22.073
7585,1e+17,22.215
8546,1e+17,22.332
10000,1e+17,22.464
20000,1e+17,22.795
50000,1e+17,22.935
1e+05,1e+17,22.97
0.5,1e+18,0.0054277
1,1e+18,0.36239
1.5,1e+18,1.1426
2,1e+18,1.7834
5,1e+18,4.2422
7,1e+18,4.9325
10,1e+18,5.0227
15,1e+18,5.9664
23,1e+18,7.7247
32,1e+18,8.8308
52,1e+18,10.478
74,1e+18,11.532
100,1e+18,12.234
165,1e+18,12.743
235,1e+18,12.985
310,1e+18,13.285
390,1e+18,13.724
475,1e+18,14.329
655,1e+18,15.88
845,1e+18,17.64
1000,1e+18,18.925
1441,1e+18,20.473
1925,1e+18,20.828
2454,1e+18,20.998
3030,1e+18,21.158
3655,1e+18,21.337
4331,1e+18,21.531
5060,1e+18,21.729
5844,1e+18,21.914
6685,1e+18,22.077
7585,1e+18,22.218
8546,1e+18,22.335
10000,1e+18,22.467
20000,1e+18,22.796
50000,1e+18,22.935
1e+05,1e+18,22.97
0.5,1e+19,0.0011246
1,1e+19,0.072699
1.5,1e+19,0.28803
2,1e+19,0.86731
5,1e+19,3.2856
7,1e+19,4.5537
10,1e+19,4.9283
15,1e+19,5.9932
23,1e+19,8.1587
32,1e+19,9.846
52,1e+19,11.654
74,1e+19,12.537
100,1e+19,12.772
165,1e+19,13.007
235,1e+19,13.376
310,1e+19,13.925
390,1e+19,14.589
475,1e+19,15.304
655,1e+19,16.77
845,1e+19,18.296
