"Te","ne","CS"
0.5,1e+12,1.6099e-05
1,1e+12,0.22934
1.5,1e+12,0.9581
2,1e+12,1.6429
5,1e+12,2.8582
7,1e+12,3.6959
10,1e+12,4.7931
15,1e+12,6.1094
23,1e+12,7.576
32,1e+12,8.0487
52,1e+12,9.2093
74,1e+12,10.859
100,1e+12,12.532
165,1e+12,15.959
235,1e+12,21.265
310,1e+12,24.579
390,1e+12,25.229
475,1e+12,25.505
655,1e+12,25.813
845,1e+12,26.078
1000,1e+12,26.336
1441,1e+12,27.58
1925,1e+12,30.12
2454,1e+12,34.03
3030,1e+12,38.67
3655,1e+12,41.274
4331,1e+12,42.382
5060,1e+12,42.976
5844,1e+12,43.388
6685,1e+12,43.741
7585,1e+12,44.099
8546,1e+12,44.511
10000,1e+12,45.244
20000,1e+12,49.536
50000,1e+12,51.525
1e+05,1e+12,52.133
0.5,1e+13,1.0774e-05
1,1e+13,0.28662
1.5,1e+13,1.3161
2,1e+13,1.946
5,1e+13,2.896
7,1e+13,3.7149
10,1e+13,4.8051
15,1e+13,6.1145
23,1e+13,7.5772
32,1e+13,8.0489
52,1e+13,9.2096
74,1e+13,10.859
100,1e+13,12.532
165,1e+13,15.959
235,1e+13,21.265
310,1e+13,24.579
390,1e+13,25.229
475,1e+13,25.505
655,1e+13,25.813
845,1e+13,26.078
1000,1e+13,26.336
1441,1e+13,27.58
1925,1e+13,30.12
2454,1e+13,34.03
3030,1e+13,38.67
3655,1e+13,41.274
4331,1e+13,42.382
5060,1e+13,42.976
5844,1e+13,43.388
6685,1e+13,43.741
7585,1e+13,44.099
8546,1e+13,44.511
10000,1e+13,45.244
20000,1e+13,49.536
50000,1e+13,51.525
1e+05,1e+13,52.133
0.5,1e+14,3.8611e-05
1,1e+14,0.74328
1.5,1e+14,1.8302
2,1e+14,1.9947
5,1e+14,3.1118
7,1e+14,3.8515
10,1e+14,4.9089
15,1e+14,6.1607
23,1e+14,7.5875
32,1e+14,8.0511
52,1e+14,9.2114
74,1e+14,10.861
100,1e+14,12.533
