"Te","ne","CS"
0.5,1e+12,0.29732
1,1e+12,1.0726
1.5,1e+12,1.7274
2,1e+12,1.9757
5,1e+12,3.6617
7,1e+12,4.8302
10,1e+12,4.9802
15,1e+12,5.2464
23,1e+12,6.0848
32,1e+12,7.549
52,1e+12,11.535
74,1e+12,12.382
100,1e+12,12.75
165,1e+12,13.424
235,1e+12,14.522
310,1e+12,15.917
390,1e+12,17.328
475,1e+12,18.673
655,1e+12,21.07
845,1e+12,23.254
1000,1e+12,25.556
1441,1e+12,29.544
1925,1e+12,30.378
2454,1e+12,30.812
3030,1e+12,31.243
3655,1e+12,31.827
4331,1e+12,32.676
5060,1e+12,33.786
5844,1e+12,34.947
6685,1e+12,35.944
7585,1e+12,36.696
8546,1e+12,37.245
10000,1e+12,37.775
20000,1e+12,38.849
50000,1e+12,39.616
1e+05,1e+12,40.172
0.5,1e+13,0.40224
1,1e+13,1.236
1.5,1e+13,1.9015
2,1e+13,2.036
5,1e+13,3.6916
7,1e+13,4.834
10,1e+13,4.9809
15,1e+13,5.2471
23,1e+13,6.0858
32,1e+13,7.5498
52,1e+13,11.535
74,1e+13,12.382
100,1e+13,12.75
165,1e+13,13.424
235,1e+13,14.522
310,1e+13,15.917
390,1e+13,17.328
475,1e+13,18.673
655,1e+13,21.07
845,1e+13,23.254
1000,1e+13,25.556
1441,1e+13,29.544
1925,1e+13,30.378
2454,1e+13,30.812
3030,1e+13,31.243
3655,1e+13,31.827
4331,1e+13,32.676
5060,1e+13,33.786
5844,1e+13,34.947
6685,1e+13,35.944
7585,1e+13,36.696
8546,1e+13,37.245
10000,1e+13,37.775
20000,1e+13,38.849
50000,1e+13,39.617
1e+05,1e+13,40.172
0.5,1e+14,0.56099
1,1e+14,1.6397
1.5,1e+14,1.9963
2,1e+14,2.195
5,1e+14,3.8922
7,1e+14,4.8624
10,1e+14,4.9879
15,1e+14,5.2547
23,1e+14,6.0953
32,1e+14,7.5566
52,1e+14,11.535
74,1e+14,12.382
100,1e+14,12.75
165,1e+14,13.424
235,1e+14,14.522
310,1e+14,15.917
390,1e+14,17.328
475,1e+14,18.674
655,1e+14,21.071
845,1e+14,23.254
1000,1e+14,25.556
1441,1e+14,29.544
1925,1e+14,30.378
2454,1e+14,30.812
3030,1e+14,31.243
3655,1e+14,31.827
4331,1e+14,32.676
5060,1e+14,33.786
5844,1e+14,34.947
6685,1e+14,35.944
7585,1e+14,36.696
8546,1e+14,37.245
10000,1e+14,37.775
20000,1e+14,38.849
50000,1e+14,39.617
1e+05,1e+14,40.172
0.5,1e+15,0.74934
1,1e+15,1.7139
1.5,1e+15,2.0217
2,1e+15,2.5772
5,1e+15,4.4156
7,1e+15,4.9403
10,1e+15,5.0241
15,1e+15,5.3229
23,1e+15,6.1841
32,1e+15,7.6182
52,1e+15,11.537
74,1e+15,12.382
100,1e+15,12.751
165,1e+15,13.426
235,1e+15,14.525
310,1e+15,15.919
390,1e+15,17.329
475,1e+15,18.674
655,1e+15,21.071
845,1e+15,23.254
1000,1e+15,25.557
