"Te","ne","CS"
0.5,1e+12,0.98226
1,1e+12,0.99992
1.5,1e+12,1
2,1e+12,1.0077
5,1e+12,2.5285
7,1e+12,3.2202
10,1e+12,3.8656
15,1e+12,4.6838
23,1e+12,6.0048
32,1e+12,7.1045
52,1e+12,8.5258
74,1e+12,8.815
100,1e+12,8.9794
165,1e+12,9.5619
235,1e+12,10.587
310,1e+12,11.808
390,1e+12,13.075
475,1e+12,14.458
655,1e+12,16.273
845,1e+12,16.739
1000,1e+12,16.865
1441,1e+12,17.068
1925,1e+12,17.326
2454,1e+12,17.645
3030,1e+12,17.955
3655,1e+12,18.211
4331,1e+12,18.401
5060,1e+12,18.538
5844,1e+12,18.636
6685,1e+12,18.709
7585,1e+12,18.762
8546,1e+12,18.803
10000,1e+12,18.845
20000,1e+12,18.94
50000,1e+12,18.98
1e+05,1e+12,18.991
0.5,1e+13,0.98857
1,1e+13,0.99993
1.5,1e+13,1
2,1e+13,1.0088
5,1e+13,2.5832
7,1e+13,3.2498
10,1e+13,3.8768
15,1e+13,4.6886
23,1e+13,6.0066
32,1e+13,7.1052
52,1e+13,8.5259
74,1e+13,8.815
100,1e+13,8.9794
165,1e+13,9.5619
235,1e+13,10.587
310,1e+13,11.808
390,1e+13,13.075
475,1e+13,14.458
655,1e+13,16.273
845,1e+13,16.739
1000,1e+13,16.865
1441,1e+13,17.068
1925,1e+13,17.326
2454,1e+13,17.645
3030,1e+13,17.955
3655,1e+13,18.211
4331,1e+13,18.401
5060,1e+13,18.538
5844,1e+13,18.636
6685,1e+13,18.709
7585,1e+13,18.762
8546,1e+13,18.803
10000,1e+13,18.845
20000,1e+13,18.94
50000,1e+13,18.98
1e+05,1e+13,18.991
0.5,1e+14,0.99342
1,1e+14,0.99992
1.5,1e+14,1
2,1e+14,1.0071
5,1e+14,2.7613
7,1e+14,3.3909
10,1e+14,3.952
15,1e+14,4.7299
23,1e+14,6.0233
32,1e+14,7.1116
52,1e+14,8.5268
74,1e+14,8.8152
100,1e+14,8.9795
165,1e+14,9.5621
235,1e+14,10.587
310,1e+14,11.808
390,1e+14,13.075
475,1e+14,14.458
655,1e+14,16.273
845,1e+14,16.739
1000,1e+14,16.865
1441,1e+14,17.069
1925,1e+14,17.326
2454,1e+14,17.645
3030,1e+14,17.955
3655,1e+14,18.211
4331,1e+14,18.401
5060,1e+14,18.538
5844,1e+14,18.636
6685,1e+14,18.709
7585,1e+14,18.762
8546,1e+14,18.803
10000,1e+14,18.845
20000,1e+14,18.94
50000,1e+14,18.98
1e+05,1e+14,18.991
