"Te","ne","CS"
0.5,1e+12,0.032965
1,1e+12,0.92671
1.5,1e+12,1.6823
2,1e+12,1.9381
5,1e+12,3.3694
7,1e+12,3.8735
10,1e+12,4.1766
15,1e+12,4.9651
23,1e+12,6.2945
32,1e+12,7.4784
52,1e+12,9.4762
74,1e+12,11.197
100,1e+12,12.921
165,1e+12,19.431
235,1e+12,21.062
310,1e+12,21.488
390,1e+12,21.742
475,1e+12,21.969
655,1e+12,22.552
845,1e+12,23.504
1000,1e+12,24.553
1441,1e+12,28.026
1925,1e+12,31.867
2454,1e+12,36.133
3030,1e+12,38.155
3655,1e+12,38.94
4331,1e+12,39.397
5060,1e+12,39.77
5844,1e+12,40.155
6685,1e+12,40.618
7585,1e+12,41.202
8546,1e+12,41.919
10000,1e+12,43.042
20000,1e+12,46.442
50000,1e+12,47.852
1e+05,1e+12,48.403
0.5,1e+13,0.033255
1,1e+13,1.0488
1.5,1e+13,1.8974
2,1e+13,1.984
5,1e+13,3.4598
7,1e+13,3.8851
10,1e+13,4.18
15,1e+13,4.9679
23,1e+13,6.2958
32,1e+13,7.4791
52,1e+13,9.4765
74,1e+13,11.197
100,1e+13,12.921
165,1e+13,19.431
235,1e+13,21.062
310,1e+13,21.488
390,1e+13,21.742
475,1e+13,21.969
655,1e+13,22.552
845,1e+13,23.504
1000,1e+13,24.553
1441,1e+13,28.026
1925,1e+13,31.867
2454,1e+13,36.133
3030,1e+13,38.155
3655,1e+13,38.94
4331,1e+13,39.397
5060,1e+13,39.77
5844,1e+13,40.155
6685,1e+13,40.618
7585,1e+13,41.202
8546,1e+13,41.919
10000,1e+13,43.042
20000,1e+13,46.442
50000,1e+13,47.852
1e+05,1e+13,48.403
0.5,1e+14,0.074263
1,1e+14,1.7619
1.5,1e+14,1.9889
2,1e+14,1.9987
5,1e+14,3.6943
7,1e+14,3.9281
10,1e+14,4.2053
15,1e+14,4.9938
23,1e+14,6.3082
32,1e+14,7.4852
52,1e+14,9.479
74,1e+14,11.199
100,1e+14,12.922
165,1e+14,19.431
235,1e+14,21.063
310,1e+14,21.488
390,1e+14,21.742
475,1e+14,21.969
655,1e+14,22.552
845,1e+14,23.504
1000,1e+14,24.553
1441,1e+14,28.026
1925,1e+14,31.867
2454,1e+14,36.133
3030,1e+14,38.155
3655,1e+14,38.94
4331,1e+14,39.397
5060,1e+14,39.77
5844,1e+14,40.155
6685,1e+14,40.618
7585,1e+14,41.202
8546,1e+14,41.919
10000,1e+14,43.042
20000,1e+14,46.442
50000,1e+14,47.852
1e+05,1e+14,48.403
0.5,1e+15,0.067024
1,1e+15,1.8546
1.5,1e+15,1.9951
2,1e+15,2.0151
5,1e+15,3.9202
7,1e+15,4.027
10,1e+15,4.3596
15,1e+15,5.1831
23,1e+15,6.4113
32,1e+15,7.5405
52,1e+15,9.5012
74,1e+15,11.211
100,1e+15,12.928
165,1e+15,19.432
235,1e+15,21.063
310,1e+15,21.488
390,1e+15,21.742
475,1e+15,21.969
655,1e+15,22.552
845,1e+15,23.505
1000,1e+15,24.553
1441,1e+15,28.027
1925,1e+15,31.867
2454,1e+15,36.133
3030,1e+15,38.155
3655,1e+15,38.94
4331,1e+15,39.397
5060,1e+15,39.77
5844,1e+15,40.155
6685,1e+15,40.618
7585,1e+15,41.202
8546,1e+15,41.919
10000,1e+15,43.042
20000,1e+15,46.442
50000,1e+15,47.852
1e+05,1e+15,48.403
0.5,1e+16,0.012541
1,1e+16,1.4079
1.5,1e+16,1.9792
2,1e+16,2.0845
5,1e+16,3.9919
7,1e+16,4.2166
10,1e+16,4.914
15,1e+16,5.8148
23,1e+16,6.8933
32,1e+16,7.8899
52,1e+16,9.6814
74,1e+16,11.315
100,1e+16,12.98
165,1e+16,19.435
235,1e+16,21.063
310,1e+16,21.488
390,1e+16,21.742
475,1e+16,21.97
655,1e+16,22.553
845,1e+16,23.506
1000,1e+16,24.555
1441,1e+16,28.028
1925,1e+16,31.868
2454,1e+16,36.134
3030,1e+16,38.156
3655,1e+16,38.94
4331,1e+16,39.397
5060,1e+16,39.77
5844,1e+16,40.155
6685,1e+16,40.618
7585,1e+16,41.202
8546,1e+16,41.919
10000,1e+16,43.042
20000,1e+16,46.442
50000,1e+16,47.852
1e+05,1e+16,48.404
0.5,1e+17,0.0014986
1,1e+17,0.44787
1.5,1e+17,1.8165
2,1e+17,2.0197
5,1e+17,3.9944
7,1e+17,4.4865
10,1e+17,5.5905
15,1e+17,6.7704
23,1e+17,7.9337
32,1e+17,8.891
52,1e+17,10.474
74,1e+17,11.947
100,1e+17,13.325
165,1e+17,19.456
235,1e+17,21.065
310,1e+17,21.49
390,1e+17,21.745
475,1e+17,21.974
655,1e+17,22.563
845,1e+17,23.521
1000,1e+17,24.569
1441,1e+17,28.035
1925,1e+17,31.872
2454,1e+17,36.136
3030,1e+17,38.156
3655,1e+17,38.94
4331,1e+17,39.397
5060,1e+17,39.77
5844,1e+17,40.156
6685,1e+17,40.618
7585,1e+17,41.202
8546,1e+17,41.919
10000,1e+17,43.042
20000,1e+17,46.441
50000,1e+17,47.852
1e+05,1e+17,48.404
0.5,1e+18,0.00019982
1,1e+18,0.064341
1.5,1e+18,0.85685
2,1e+18,1.6966
5,1e+18,3.9218
7,1e+18,4.4706
10,1e+18,5.8288
15,1e+18,7.578
23,1e+18,9.2131
32,1e+18,10.343
52,1e+18,12.203
74,1e+18,13.329
100,1e+18,14.264
165,1e+18,19.576
235,1e+18,21.076
310,1e+18,21.503
390,1e+18,21.77
475,1e+18,22.018
655,1e+18,22.657
845,1e+18,23.649
1000,1e+18,24.693
1441,1e+18,28.092
1925,1e+18,31.894
2454,1e+18,36.144
3030,1e+18,38.158
3655,1e+18,38.941
4331,1e+18,39.398
5060,1e+18,39.77
5844,1e+18,40.156
6685,1e+18,40.619
7585,1e+18,41.203
8546,1e+18,41.92
10000,1e+18,43.042
20000,1e+18,46.437
50000,1e+18,47.851
1e+05,1e+18,48.403
0.5,1e+19,4.0615e-05
1,1e+19,0.009011
1.5,1e+19,0.12002
2,1e+19,0.56798
5,1e+19,3.4289
7,1e+19,4.0527
10,1e+19,5.4859
15,1e+19,7.6474
23,1e+19,10.06
32,1e+19,11.848
52,1e+19,13.767
74,1e+19,14.563
100,1e+19,16.174
165,1e+19,19.984
235,1e+19,21.158
310,1e+19,21.628
390,1e+19,22.016
475,1e+19,22.426
655,1e+19,23.377
845,1e+19,24.505
1000,1e+19,25.5
1441,1e+19,28.514
1925,1e+19,32.066
2454,1e+19,36.197
3030,1e+19,38.169
3655,1e+19,38.945
4331,1e+19,39.4
5060,1e+19,39.773
5844,1e+19,40.159
6685,1e+19,40.622
7585,1e+19,41.206
8546,1e+19,41.923
10000,1e+19,43.04
20000,1e+19,46.395
50000,1e+19,47.839
1e+05,1e+19,48.401
0.5,1e+20,2.139e-05
1,1e+20,0.0019556
1.5,1e+20,0.018338
2,1e+20,0.073538
5,1e+20,2.1985
7,1e+20,3.1813
10,1e+20,4.3789
15,1e+20,6.5863
23,1e+20,9.5938
32,1e+20,12.154
52,1e+20,14.35
74,1e+20,16.437
100,1e+20,18.34
165,1e+20,20.65
235,1e+20,21.779
310,1e+20,22.783
390,1e+20,23.65
475,1e+20,24.425
655,1e+20,25.796
845,1e+20,27.004
1000,1e+20,27.888
1441,1e+20,30.187
1925,1e+20,33.06
2454,1e+20,36.547
3030,1e+20,38.245
3655,1e+20,38.972
4331,1e+20,39.415
5060,1e+20,39.785
5844,1e+20,40.172
6685,1e+20,40.638
7585,1e+20,41.225
8546,1e+20,41.941
10000,1e+20,43.041
20000,1e+20,46.243
50000,1e+20,47.781
1e+05,1e+20,48.391
0.5,1e+21,8.6796e-05
1,1e+21,0.0012015
1.5,1e+21,0.0061077
2,1e+21,0.017414
5,1e+21,1.0162
7,1e+21,2.0528
10,1e+21,3.0096
15,1e+21,4.8753
23,1e+21,7.6568
32,1e+21,10.348
52,1e+21,13.822
74,1e+21,16.818
100,1e+21,19.1
165,1e+21,22.57
235,1e+21,24.342
310,1e+21,25.709
390,1e+21,26.883
475,1e+21,27.889
655,1e+21,29.46
845,1e+21,30.595
1000,1e+21,31.34
1441,1e+21,33.437
1925,1e+21,35.945
2454,1e+21,37.71
3030,1e+21,38.614
3655,1e+21,39.138
4331,1e+21,39.525
5060,1e+21,39.883
5844,1e+21,40.28
6685,1e+21,40.767
7585,1e+21,41.379
8546,1e+21,42.105
10000,1e+21,43.18
20000,1e+21,46.152
50000,1e+21,47.725
1e+05,1e+21,48.381
0.5,1e+22,1.0393
1,1e+22,1.2424
1.5,1e+22,1.4551
2,1e+22,1.6071
5,1e+22,2.1738
7,1e+22,2.3232
10,1e+22,2.6442
15,1e+22,3.7366
23,1e+22,5.8249
32,1e+22,8.0823
52,1e+22,11.952
74,1e+22,14.41
100,1e+22,17.488
165,1e+22,24.02
235,1e+22,27.042
310,1e+22,29.179
390,1e+22,30.612
475,1e+22,31.573
655,1e+22,33.326
845,1e+22,34.893
1000,1e+22,35.843
1441,1e+22,37.5
1925,1e+22,38.396
2454,1e+22,38.942
3030,1e+22,39.341
3655,1e+22,39.695
4331,1e+22,40.066
5060,1e+22,40.5
5844,1e+22,41.033
6685,1e+22,41.673
7585,1e+22,42.387
8546,1e+22,43.107
10000,1e+22,43.994
20000,1e+22,46.237
50000,1e+22,47.722
1e+05,1e+22,48.387
0.5,1e+23,4
1,1e+23,4
1.5,1e+23,3.1272
2,1e+23,3.1804
5,1e+23,3.4601
7,1e+23,3.5987
10,1e+23,3.805
15,1e+23,4.3015
23,1e+23,5.5703
32,1e+23,7.3753
52,1e+23,10.315
74,1e+23,12.332
100,1e+23,14.468
165,1e+23,19.988
235,1e+23,26.448
310,1e+23,29.602
390,1e+23,31.778
475,1e+23,33.775
655,1e+23,36.183
845,1e+23,37.386
1000,1e+23,37.966
1441,1e+23,38.913
1925,1e+23,39.567
2454,1e+23,40.176
3030,1e+23,40.815
3655,1e+23,41.501
4331,1e+23,42.217
5060,1e+23,42.923
5844,1e+23,43.575
6685,1e+23,44.14
7585,1e+23,44.609
8546,1e+23,44.989
10000,1e+23,45.409
20000,1e+23,46.694
50000,1e+23,47.853
1e+05,1e+23,48.44
0.5,1e+24,8
1,1e+24,8
1.5,1e+24,8
2,1e+24,8.0001
5,1e+24,8.0069
7,1e+24,8.0197
10,1e+24,8.0501
15,1e+24,8.1262
23,1e+24,8.3073
32,1e+24,7.9918
52,1e+24,9.3773
74,1e+24,11.177
100,1e+24,12.915
165,1e+24,16.245
235,1e+24,23.165
310,1e+24,26.987
390,1e+24,29.485
475,1e+24,31.555
655,1e+24,35.008
845,1e+24,36.799
1000,1e+24,37.754
1441,1e+24,39.94
1925,1e+24,41.496
2454,1e+24,42.632
3030,1e+24,43.504
3655,1e+24,44.197
4331,1e+24,44.779
5060,1e+24,45.238
5844,1e+24,45.603
6685,1e+24,45.9
7585,1e+24,46.147
8546,1e+24,46.365
10000,1e+24,46.634
20000,1e+24,47.448
50000,1e+24,48.101
1e+05,1e+24,48.558
