"Te","ne","CS"
0.5,1e+12,1.5428e-11
1,1e+12,0.0022614
1.5,1e+12,0.61097
2,1e+12,0.97959
5,1e+12,2.0047
7,1e+12,2.4197
10,1e+12,2.9888
15,1e+12,3.7618
23,1e+12,4.5671
32,1e+12,5.1961
52,1e+12,6.7892
74,1e+12,6.9638
100,1e+12,6.9897
165,1e+12,7.1178
235,1e+12,7.6172
310,1e+12,8.1841
390,1e+12,8.5587
475,1e+12,8.7528
655,1e+12,8.8999
845,1e+12,8.9471
1000,1e+12,8.9639
1441,1e+12,8.9826
1925,1e+12,8.9896
2454,1e+12,8.9929
3030,1e+12,8.9948
3655,1e+12,8.996
4331,1e+12,8.9968
5060,1e+12,8.9974
5844,1e+12,8.9978
6685,1e+12,8.9982
7585,1e+12,8.9985
8546,1e+12,8.9987
10000,1e+12,8.9989
20000,1e+12,8.9995
50000,1e+12,8.9998
1e+05,1e+12,8.9999
0.5,1e+13,7.5597e-12
1,1e+13,0.0012238
1.5,1e+13,0.48351
2,1e+13,0.96892
5,1e+13,2.0134
7,1e+13,2.4493
10,1e+13,3.0103
15,1e+13,3.7724
23,1e+13,4.5704
32,1e+13,5.1976
52,1e+13,6.7893
74,1e+13,6.9638
100,1e+13,6.9897
165,1e+13,7.1179
235,1e+13,7.6174
310,1e+13,8.1843
390,1e+13,8.5588
475,1e+13,8.7528
655,1e+13,8.8999
845,1e+13,8.9471
1000,1e+13,8.9639
1441,1e+13,8.9826
1925,1e+13,8.9896
2454,1e+13,8.9929
3030,1e+13,8.9948
3655,1e+13,8.996
4331,1e+13,8.9968
5060,1e+13,8.9974
5844,1e+13,8.9978
6685,1e+13,8.9982
7585,1e+13,8.9985
8546,1e+13,8.9987
10000,1e+13,8.9989
20000,1e+13,8.9995
50000,1e+13,8.9998
1e+05,1e+13,8.9999
0.5,1e+14,1.1e-11
1,1e+14,0.0014654
1.5,1e+14,0.54792
2,1e+14,0.97932
5,1e+14,2.0336
7,1e+14,2.5857
10,1e+14,3.1094
15,1e+14,3.8426
23,1e+14,4.5969
32,1e+14,5.21
52,1e+14,6.7907
74,1e+14,6.9639
100,1e+14,6.9898
165,1e+14,7.1185
235,1e+14,7.6188
310,1e+14,8.1852
390,1e+14,8.5592
475,1e+14,8.753
655,1e+14,8.9
845,1e+14,8.9472
1000,1e+14,8.964
1441,1e+14,8.9826
1925,1e+14,8.9896
2454,1e+14,8.9929
3030,1e+14,8.9948
3655,1e+14,8.996
4331,1e+14,8.9968
5060,1e+14,8.9974
5844,1e+14,8.9978
6685,1e+14,8.9982
7585,1e+14,8.9985
8546,1e+14,8.9987
10000,1e+14,8.9989
20000,1e+14,8.9995
50000,1e+14,8.9998
1e+05,1e+14,8.9999
0.5,1e+15,3.7804e-11
1,1e+15,0.0038727
1.5,1e+15,0.74905
2,1e+15,0.99535
5,1e+15,2.0697
7,1e+15,2.7701
10,1e+15,3.3332
15,1e+15,4.0915
23,1e+15,4.7253
32,1e+15,5.2891
52,1e+15,6.8015
74,1e+15,6.965
100,1e+15,6.99
165,1e+15,7.1207
235,1e+15,7.6243
310,1e+15,8.1891
390,1e+15,8.5613
475,1e+15,8.7541
655,1e+15,8.9004
845,1e+15,8.9474
1000,1e+15,8.9641
1441,1e+15,8.9827
1925,1e+15,8.9896
2454,1e+15,8.9929
3030,1e+15,8.9948
3655,1e+15,8.996
4331,1e+15,8.9968
