"Te","ne","CS"
0.5,1e+12,0.98134
1,1e+12,1.3967
1.5,1e+12,1.9803
2,1e+12,1.9977
5,1e+12,2.2216
7,1e+12,2.7808
10,1e+12,7.9421
15,1e+12,7.9968
23,1e+12,8.046
32,1e+12,8.3447
52,1e+12,9.5775
74,1e+12,12.068
100,1e+12,13.907
165,1e+12,17.009
235,1e+12,19.344
310,1e+12,21.116
390,1e+12,22.257
475,1e+12,23.22
655,1e+12,26.746
845,1e+12,34.294
1000,1e+12,38.303
1441,1e+12,40.068
1925,1e+12,40.508
2454,1e+12,40.882
3030,1e+12,41.358
3655,1e+12,42.117
4331,1e+12,43.45
5060,1e+12,45.611
5844,1e+12,48.393
6685,1e+12,51.248
7585,1e+12,53.608
8546,1e+12,55.225
10000,1e+12,56.585
20000,1e+12,59.713
50000,1e+12,64.098
1e+05,1e+12,65.578
0.5,1e+13,0.98025
1,1e+13,1.4217
1.5,1e+13,1.9818
2,1e+13,1.9979
5,1e+13,2.2313
7,1e+13,2.7962
10,1e+13,7.9422
15,1e+13,7.9968
23,1e+13,8.046
32,1e+13,8.3447
52,1e+13,9.5793
74,1e+13,12.069
100,1e+13,13.907
165,1e+13,17.009
235,1e+13,19.344
310,1e+13,21.116
390,1e+13,22.257
475,1e+13,23.22
655,1e+13,26.746
845,1e+13,34.294
1000,1e+13,38.303
1441,1e+13,40.068
1925,1e+13,40.508
2454,1e+13,40.882
3030,1e+13,41.358
3655,1e+13,42.117
4331,1e+13,43.45
5060,1e+13,45.611
5844,1e+13,48.393
6685,1e+13,51.248
7585,1e+13,53.608
8546,1e+13,55.225
10000,1e+13,56.585
20000,1e+13,59.713
50000,1e+13,64.098
1e+05,1e+13,65.578
0.5,1e+14,0.96937
1,1e+14,1.5505
1.5,1e+14,1.988
2,1e+14,1.9986
5,1e+14,2.3081
7,1e+14,2.9114
10,1e+14,7.9431
15,1e+14,7.9968
23,1e+14,8.0461
32,1e+14,8.3452
52,1e+14,9.597
74,1e+14,12.081
100,1e+14,13.91
165,1e+14,17.01
235,1e+14,19.344
310,1e+14,21.116
390,1e+14,22.257
475,1e+14,23.22
655,1e+14,26.746
845,1e+14,34.294
1000,1e+14,38.303
1441,1e+14,40.068
1925,1e+14,40.508
2454,1e+14,40.882
