"Te","ne","CS"
0.5,1e+12,0.52305
1,1e+12,1.0007
1.5,1e+12,1.1409
2,1e+12,1.7179
5,1e+12,3.3453
7,1e+12,4.371
10,1e+12,4.9718
15,1e+12,11.982
23,1e+12,11.997
32,1e+12,11.998
52,1e+12,12.016
74,1e+12,12.161
100,1e+12,12.853
165,1e+12,16.421
235,1e+12,19.03
310,1e+12,21.069
390,1e+12,22.877
475,1e+12,24.453
655,1e+12,26.62
845,1e+12,29.297
1000,1e+12,34.087
1441,1e+12,43.183
1925,1e+12,44.086
2454,1e+12,44.458
3030,1e+12,44.785
3655,1e+12,45.183
4331,1e+12,45.783
5060,1e+12,46.805
5844,1e+12,48.528
6685,1e+12,50.956
7585,1e+12,53.64
8546,1e+12,56.087
10000,1e+12,58.566
20000,1e+12,62.794
50000,1e+12,67.297
1e+05,1e+12,69.027
0.5,1e+13,0.52042
1,1e+13,1.0059
1.5,1e+13,1.4252
2,1e+13,1.909
5,1e+13,3.3831
7,1e+13,4.3852
10,1e+13,4.9749
15,1e+13,11.982
23,1e+13,11.997
32,1e+13,11.998
52,1e+13,12.016
74,1e+13,12.161
100,1e+13,12.853
165,1e+13,16.422
235,1e+13,19.03
310,1e+13,21.069
390,1e+13,22.877
475,1e+13,24.453
655,1e+13,26.62
845,1e+13,29.297
1000,1e+13,34.087
1441,1e+13,43.183
1925,1e+13,44.086
2454,1e+13,44.458
3030,1e+13,44.785
3655,1e+13,45.183
4331,1e+13,45.783
5060,1e+13,46.805
5844,1e+13,48.528
6685,1e+13,50.956
7585,1e+13,53.641
8546,1e+13,56.087
10000,1e+13,58.566
20000,1e+13,62.794
50000,1e+13,67.297
1e+05,1e+13,69.027
0.5,1e+14,0.4786
1,1e+14,1.093
1.5,1e+14,1.8911
2,1e+14,2.0537
5,1e+14,3.5959
7,1e+14,4.4704
10,1e+14,4.9971
15,1e+14,11.982
23,1e+14,11.997
32,1e+14,11.998
52,1e+14,12.016
74,1e+14,12.161
100,1e+14,12.857
165,1e+14,16.424
235,1e+14,19.03
310,1e+14,21.069
390,1e+14,22.877
475,1e+14,24.453
655,1e+14,26.62
845,1e+14,29.297
1000,1e+14,34.088
1441,1e+14,43.183
1925,1e+14,44.086
2454,1e+14,44.458
3030,1e+14,44.785
3655,1e+14,45.183
4331,1e+14,45.783
5060,1e+14,46.805
5844,1e+14,48.529
6685,1e+14,50.956
7585,1e+14,53.641
8546,1e+14,56.087
10000,1e+14,58.566
20000,1e+14,62.794
50000,1e+14,67.297
1e+05,1e+14,69.027
0.5,1e+15,0.23638
1,1e+15,1.1585
1.5,1e+15,1.9628
2,1e+15,2.571
5,1e+15,4.1813
7,1e+15,4.679
10,1e+15,5.1115
15,1e+15,11.982
23,1e+15,11.997
32,1e+15,11.998
52,1e+15,12.016
74,1e+15,12.166
100,1e+15,12.892
165,1e+15,16.442
235,1e+15,19.035
310,1e+15,21.072
390,1e+15,22.879
475,1e+15,24.454
655,1e+15,26.62
845,1e+15,29.297
1000,1e+15,34.089
1441,1e+15,43.183
1925,1e+15,44.086
2454,1e+15,44.458
3030,1e+15,44.785
3655,1e+15,45.183
4331,1e+15,45.783
5060,1e+15,46.805
5844,1e+15,48.529
6685,1e+15,50.956
7585,1e+15,53.641
8546,1e+15,56.087
10000,1e+15,58.566
