"Te","ne","CS"
0.5,1e+12,1.0177
1,1e+12,1.9997
1.5,1e+12,2.0554
2,1e+12,2.5045
5,1e+12,3.031
7,1e+12,3.4252
10,1e+12,4.3723
15,1e+12,5.7738
23,1e+12,7.5541
32,1e+12,8.9703
52,1e+12,10.607
74,1e+12,11.251
100,1e+12,12.144
165,1e+12,14.97
235,1e+12,18.307
310,1e+12,23.329
390,1e+12,26.746
475,1e+12,27.802
655,1e+12,28.435
845,1e+12,28.752
1000,1e+12,28.978
1441,1e+12,29.821
1925,1e+12,31.483
2454,1e+12,34.192
3030,1e+12,37.583
3655,1e+12,41.288
4331,1e+12,43.839
5060,1e+12,45.067
5844,1e+12,45.73
6685,1e+12,46.181
7585,1e+12,46.557
8546,1e+12,46.922
10000,1e+12,47.496
20000,1e+12,51.571
50000,1e+12,54.079
1e+05,1e+12,54.88
0.5,1e+13,1.0352
1,1e+13,2.0001
1.5,1e+13,2.0506
2,1e+13,2.496
5,1e+13,3.0342
7,1e+13,3.4455
10,1e+13,4.3927
15,1e+13,5.7791
23,1e+13,7.5562
32,1e+13,8.9713
52,1e+13,10.608
74,1e+13,11.252
100,1e+13,12.144
165,1e+13,14.97
235,1e+13,18.307
310,1e+13,23.329
390,1e+13,26.746
475,1e+13,27.802
655,1e+13,28.435
845,1e+13,28.752
1000,1e+13,28.978
1441,1e+13,29.821
1925,1e+13,31.483
2454,1e+13,34.192
3030,1e+13,37.583
3655,1e+13,41.288
4331,1e+13,43.839
5060,1e+13,45.067
5844,1e+13,45.73
6685,1e+13,46.181
7585,1e+13,46.557
8546,1e+13,46.922
10000,1e+13,47.496
20000,1e+13,51.571
50000,1e+13,54.079
1e+05,1e+13,54.88
0.5,1e+14,1.0683
1,1e+14,2.0002
1.5,1e+14,2.0575
2,1e+14,2.5157
5,1e+14,3.0654
7,1e+14,3.6058
10,1e+14,4.544
15,1e+14,5.8236
23,1e+14,7.5763
32,1e+14,8.9795
52,1e+14,10.609
74,1e+14,11.252
100,1e+14,12.145
165,1e+14,14.971
235,1e+14,18.307
310,1e+14,23.329
390,1e+14,26.746
475,1e+14,27.802
655,1e+14,28.435
845,1e+14,28.752
1000,1e+14,28.978
1441,1e+14,29.821
1925,1e+14,31.483
2454,1e+14,34.192
3030,1e+14,37.583
3655,1e+14,41.288
4331,1e+14,43.839
5060,1e+14,45.067
5844,1e+14,45.73
6685,1e+14,46.181
7585,1e+14,46.557
8546,1e+14,46.922
10000,1e+14,47.496
20000,1e+14,51.571
50000,1e+14,54.079
1e+05,1e+14,54.88
0.5,1e+15,1.0372
1,1e+15,2.0012
1.5,1e+15,2.2249
2,1e+15,2.7937
5,1e+15,3.3111
7,1e+15,4.1446
10,1e+15,4.9646
15,1e+15,6.0868
23,1e+15,7.7414
32,1e+15,9.0502
52,1e+15,10.622
74,1e+15,11.257
100,1e+15,12.149
165,1e+15,14.974
235,1e+15,18.309
310,1e+15,23.33
390,1e+15,26.746
475,1e+15,27.802
655,1e+15,28.435
845,1e+15,28.752
1000,1e+15,28.978
1441,1e+15,29.821
1925,1e+15,31.483
2454,1e+15,34.192
3030,1e+15,37.583
3655,1e+15,41.288
4331,1e+15,43.839
5060,1e+15,45.067
5844,1e+15,45.73
6685,1e+15,46.181
7585,1e+15,46.557
8546,1e+15,46.922
10000,1e+15,47.496
20000,1e+15,51.571
50000,1e+15,54.078
1e+05,1e+15,54.88
0.5,1e+16,0.99069
1,1e+16,2.0005
1.5,1e+16,2.2159
2,1e+16,2.8399
5,1e+16,3.9708
7,1e+16,4.8595
10,1e+16,5.7573
15,1e+16,7.0464
23,1e+16,8.3873
32,1e+16,9.4461
52,1e+16,10.713
74,1e+16,11.297
100,1e+16,12.192
165,1e+16,15.004
235,1e+16,18.325
310,1e+16,23.336
390,1e+16,26.747
475,1e+16,27.803
655,1e+16,28.435
845,1e+16,28.752
1000,1e+16,28.978
1441,1e+16,29.821
1925,1e+16,31.484
2454,1e+16,34.193
3030,1e+16,37.584
3655,1e+16,41.289
4331,1e+16,43.839
5060,1e+16,45.067
5844,1e+16,45.73
6685,1e+16,46.181
7585,1e+16,46.557
8546,1e+16,46.922
10000,1e+16,47.496
20000,1e+16,51.571
50000,1e+16,54.078
1e+05,1e+16,54.88
0.5,1e+17,0.87541
1,1e+17,1.9977
1.5,1e+17,2.0437
2,1e+17,2.4944
5,1e+17,4.461
7,1e+17,5.6776
10,1e+17,7.0153
15,1e+17,8.3474
23,1e+17,9.4526
32,1e+17,10.386
52,1e+17,10.974
74,1e+17,11.543
100,1e+17,12.525
165,1e+17,15.254
235,1e+17,18.458
310,1e+17,23.369
390,1e+17,26.752
475,1e+17,27.804
655,1e+17,28.436
845,1e+17,28.753
1000,1e+17,28.979
1441,1e+17,29.824
1925,1e+17,31.488
2454,1e+17,34.196
3030,1e+17,37.586
3655,1e+17,41.291
4331,1e+17,43.84
5060,1e+17,45.067
5844,1e+17,45.73
6685,1e+17,46.182
7585,1e+17,46.557
8546,1e+17,46.922
10000,1e+17,47.496
20000,1e+17,51.571
50000,1e+17,54.078
1e+05,1e+17,54.88
0.5,1e+18,0.48312
1,1e+18,1.9816
1.5,1e+18,2.0058
2,1e+18,2.1089
5,1e+18,4.2604
7,1e+18,5.9198
10,1e+18,7.6996
15,1e+18,9.2104
23,1e+18,10.769
32,1e+18,10.968
52,1e+18,11.586
74,1e+18,12.712
100,1e+18,13.956
165,1e+18,16.49
235,1e+18,19.275
310,1e+18,23.584
390,1e+18,26.778
475,1e+18,27.81
655,1e+18,28.439
845,1e+18,28.759
1000,1e+18,28.989
1441,1e+18,29.846
1925,1e+18,31.518
2454,1e+18,34.219
3030,1e+18,37.598
3655,1e+18,41.297
4331,1e+18,43.843
5060,1e+18,45.068
5844,1e+18,45.731
6685,1e+18,46.182
7585,1e+18,46.557
8546,1e+18,46.923
10000,1e+18,47.497
20000,1e+18,51.57
50000,1e+18,54.075
1e+05,1e+18,54.879
0.5,1e+19,0.15727
1,1e+19,1.9049
1.5,1e+19,1.9997
2,1e+19,2.0177
5,1e+19,3.2874
7,1e+19,5.0215
10,1e+19,7.1584
15,1e+19,9.3969
23,1e+19,10.882
32,1e+19,11.39
52,1e+19,13.332
74,1e+19,14.974
100,1e+19,16.445
165,1e+19,19.053
235,1e+19,21.154
310,1e+19,24.386
390,1e+19,26.928
475,1e+19,27.848
655,1e+19,28.47
845,1e+19,28.819
1000,1e+19,29.082
1441,1e+19,30.048
1925,1e+19,31.771
2454,1e+19,34.395
3030,1e+19,37.682
3655,1e+19,41.334
4331,1e+19,43.856
5060,1e+19,45.073
5844,1e+19,45.734
6685,1e+19,46.184
7585,1e+19,46.559
8546,1e+19,46.924
10000,1e+19,47.499
20000,1e+19,51.562
50000,1e+19,54.055
1e+05,1e+19,54.872
0.5,1e+20,0.089098
1,1e+20,1.7624
1.5,1e+20,1.9948
2,1e+20,2.0037
5,1e+20,2.3711
7,1e+20,3.6285
10,1e+20,5.7226
15,1e+20,8.2025
23,1e+20,10.414
32,1e+20,11.626
52,1e+20,15.037
74,1e+20,17.337
100,1e+20,19.23
165,1e+20,21.312
235,1e+20,23.597
310,1e+20,25.968
390,1e+20,27.42
475,1e+20,28.062
655,1e+20,28.774
845,1e+20,29.389
1000,1e+20,29.884
1441,1e+20,31.355
1925,1e+20,33.16
2454,1e+20,35.409
3030,1e+20,38.235
3655,1e+20,41.578
4331,1e+20,43.933
5060,1e+20,45.101
5844,1e+20,45.747
6685,1e+20,46.193
7585,1e+20,46.566
8546,1e+20,46.932
10000,1e+20,47.508
20000,1e+20,51.521
50000,1e+20,53.936
1e+05,1e+20,54.825
0.5,1e+21,0.30144
1,1e+21,1.8537
1.5,1e+21,1.9923
2,1e+21,2.0015
5,1e+21,2.0979
7,1e+21,2.5873
10,1e+21,4.3252
15,1e+21,6.7251
23,1e+21,9.111
32,1e+21,10.408
52,1e+21,14.786
74,1e+21,18.45
100,1e+21,20.529
165,1e+21,23.725
235,1e+21,26.038
310,1e+21,27.472
390,1e+21,28.525
475,1e+21,29.456
655,1e+21,30.908
845,1e+21,32.083
1000,1e+21,32.895
1441,1e+21,34.723
1925,1e+21,36.345
2454,1e+21,38.106
3030,1e+21,40.361
3655,1e+21,42.764
4331,1e+21,44.371
5060,1e+21,45.273
5844,1e+21,45.835
6685,1e+21,46.251
7585,1e+21,46.615
8546,1e+21,46.979
10000,1e+21,47.562
20000,1e+21,51.512
50000,1e+21,53.79
1e+05,1e+21,54.753
0.5,1e+22,2.0008
1,1e+22,2.0051
1.5,1e+22,2.0118
2,1e+22,2.0202
5,1e+22,2.0708
7,1e+22,2.2909
10,1e+22,3.337
15,1e+22,5.671
23,1e+22,7.8916
32,1e+22,9.2239
52,1e+22,12.14
74,1e+22,16.131
100,1e+22,19.401
165,1e+22,24.298
235,1e+22,27.396
310,1e+22,30.519
390,1e+22,31.919
475,1e+22,33.082
655,1e+22,34.969
845,1e+22,36.409
1000,1e+22,37.288
1441,1e+22,39.147
1925,1e+22,40.953
2454,1e+22,42.627
3030,1e+22,43.917
3655,1e+22,44.808
4331,1e+22,45.422
5060,1e+22,45.875
5844,1e+22,46.245
6685,1e+22,46.584
7585,1e+22,46.93
8546,1e+22,47.313
10000,1e+22,47.955
20000,1e+22,51.694
50000,1e+22,53.75
1e+05,1e+22,54.729
0.5,1e+23,3
1,1e+23,3
1.5,1e+23,3.0013
2,1e+23,3.0081
5,1e+23,3.3458
7,1e+23,3.8403
10,1e+23,4.8225
15,1e+23,6.7311
23,1e+23,8.3928
32,1e+23,8.886
52,1e+23,10.331
74,1e+23,13.25
100,1e+23,16.482
165,1e+23,21.423
235,1e+23,25.411
310,1e+23,31.514
390,1e+23,34.041
475,1e+23,36.129
655,1e+23,38.649
845,1e+23,40.596
1000,1e+23,41.735
1441,1e+23,43.564
1925,1e+23,44.612
2454,1e+23,45.294
3030,1e+23,45.79
3655,1e+23,46.197
4331,1e+23,46.574
5060,1e+23,46.958
5844,1e+23,47.377
6685,1e+23,47.845
7585,1e+23,48.366
8546,1e+23,48.926
10000,1e+23,49.72
20000,1e+23,52.318
50000,1e+23,53.875
1e+05,1e+23,54.78
0.5,1e+24,11
1,1e+24,11
1.5,1e+24,11
2,1e+24,11
5,1e+24,11
7,1e+24,11
10,1e+24,11
15,1e+24,11.001
23,1e+24,11.012
32,1e+24,11.063
52,1e+24,11.189
74,1e+24,12.39
100,1e+24,14.571
165,1e+24,19.632
235,1e+24,21.883
310,1e+24,24.972
390,1e+24,32.325
475,1e+24,34.77
655,1e+24,38.304
845,1e+24,41.018
1000,1e+24,42.417
1441,1e+24,44.377
1925,1e+24,45.559
2454,1e+24,46.579
3030,1e+24,47.466
3655,1e+24,48.236
4331,1e+24,48.939
5060,1e+24,49.58
5844,1e+24,50.144
6685,1e+24,50.637
7585,1e+24,51.073
