"Te","ne","CS"
0.5,1e+12,0.41452
1,1e+12,0.99692
1.5,1e+12,1.3319
2,1e+12,1.7698
5,1e+12,3.0089
7,1e+12,3.6842
10,1e+12,4.5375
15,1e+12,5.7162
23,1e+12,7.2838
32,1e+12,7.8793
52,1e+12,9.4415
74,1e+12,13.752
100,1e+12,15.022
165,1e+12,15.724
235,1e+12,16.131
310,1e+12,16.696
390,1e+12,17.543
475,1e+12,18.621
655,1e+12,20.925
845,1e+12,23.08
1000,1e+12,24.631
1441,1e+12,29.731
1925,1e+12,32.505
2454,1e+12,33.27
3030,1e+12,33.699
3655,1e+12,34.093
4331,1e+12,34.58
5060,1e+12,35.249
5844,1e+12,36.138
6685,1e+12,37.157
7585,1e+12,38.133
8546,1e+12,38.947
10000,1e+12,39.786
20000,1e+12,41.515
50000,1e+12,42.348
1e+05,1e+12,42.903
0.5,1e+13,0.34917
1,1e+13,1.0038
1.5,1e+13,1.5417
2,1e+13,1.8928
5,1e+13,3.0413
7,1e+13,3.7
10,1e+13,4.5441
15,1e+13,5.7191
23,1e+13,7.2848
32,1e+13,7.8796
52,1e+13,9.4418
74,1e+13,13.752
100,1e+13,15.022
165,1e+13,15.724
235,1e+13,16.131
310,1e+13,16.696
390,1e+13,17.543
475,1e+13,18.621
655,1e+13,20.925
845,1e+13,23.08
1000,1e+13,24.631
1441,1e+13,29.731
1925,1e+13,32.505
2454,1e+13,33.27
3030,1e+13,33.699
3655,1e+13,34.093
4331,1e+13,34.58
5060,1e+13,35.249
5844,1e+13,36.138
6685,1e+13,37.157
7585,1e+13,38.133
8546,1e+13,38.947
10000,1e+13,39.786
20000,1e+13,41.515
50000,1e+13,42.348
1e+05,1e+13,42.904
0.5,1e+14,0.50588
1,1e+14,1.0175
1.5,1e+14,1.8431
2,1e+14,2.0025
5,1e+14,3.2016
7,1e+14,3.8101
10,1e+14,4.601
15,1e+14,5.746
23,1e+14,7.2935
32,1e+14,7.8821
52,1e+14,9.4437
74,1e+14,13.753
100,1e+14,15.022
165,1e+14,15.724
235,1e+14,16.131
310,1e+14,16.696
390,1e+14,17.543
475,1e+14,18.621
655,1e+14,20.925
845,1e+14,23.08
1000,1e+14,24.631
1441,1e+14,29.732
1925,1e+14,32.505
2454,1e+14,33.27
3030,1e+14,33.699
3655,1e+14,34.093
4331,1e+14,34.58
5060,1e+14,35.249
5844,1e+14,36.138
6685,1e+14,37.157
7585,1e+14,38.133
8546,1e+14,38.947
10000,1e+14,39.786
20000,1e+14,41.515
50000,1e+14,42.348
1e+05,1e+14,42.904
0.5,1e+15,0.61996
1,1e+15,1.0269
1.5,1e+15,1.92
2,1e+15,2.0507
5,1e+15,3.6244
7,1e+15,4.1857
10,1e+15,4.8955
15,1e+15,5.9497
23,1e+15,7.3679
32,1e+15,7.9041
52,1e+15,9.4597
74,1e+15,13.755
100,1e+15,15.022
165,1e+15,15.724
235,1e+15,16.131
310,1e+15,16.697
390,1e+15,17.544
475,1e+15,18.622
655,1e+15,20.926
845,1e+15,23.081
1000,1e+15,24.631
1441,1e+15,29.732
1925,1e+15,32.505
2454,1e+15,33.27
3030,1e+15,33.699
3655,1e+15,34.093
4331,1e+15,34.58
5060,1e+15,35.249
5844,1e+15,36.138
6685,1e+15,37.157
7585,1e+15,38.133
8546,1e+15,38.947
10000,1e+15,39.786
20000,1e+15,41.515
50000,1e+15,42.349
1e+05,1e+15,42.904
0.5,1e+16,0.29782
1,1e+16,1.008
1.5,1e+16,1.8681
2,1e+16,2.0649
5,1e+16,4.0563
7,1e+16,4.8101
10,1e+16,5.5553
15,1e+16,6.7539
23,1e+16,7.6854
32,1e+16,8.038
52,1e+16,9.6009
74,1e+16,13.77
100,1e+16,15.023
165,1e+16,15.726
235,1e+16,16.135
310,1e+16,16.703
390,1e+16,17.552
475,1e+16,18.629
655,1e+16,20.93
845,1e+16,23.083
1000,1e+16,24.632
1441,1e+16,29.733
1925,1e+16,32.505
2454,1e+16,33.27
3030,1e+16,33.699
3655,1e+16,34.094
4331,1e+16,34.58
5060,1e+16,35.249
5844,1e+16,36.138
6685,1e+16,37.158
7585,1e+16,38.133
8546,1e+16,38.947
10000,1e+16,39.786
20000,1e+16,41.515
50000,1e+16,42.349
1e+05,1e+16,42.904
0.5,1e+17,0.050549
1,1e+17,0.94658
1.5,1e+17,1.5198
2,1e+17,1.9879
5,1e+17,4.2214
7,1e+17,5.2601
10,1e+17,6.3511
15,1e+17,7.7451
23,1e+17,8.0691
32,1e+17,8.4861
52,1e+17,10.414
74,1e+17,13.865
100,1e+17,15.031
165,1e+17,15.737
235,1e+17,16.168
310,1e+17,16.764
390,1e+17,17.624
475,1e+17,18.691
655,1e+17,20.961
845,1e+17,23.099
1000,1e+17,24.642
