"Te","ne","CS"
0.5,1e+12,3.9424e-05
1,1e+12,0.80472
1.5,1e+12,1.0064
2,1e+12,1.3794
5,1e+12,3.0075
7,1e+12,3.7141
10,1e+12,4.174
15,1e+12,5.3825
23,1e+12,5.8876
32,1e+12,5.9581
52,1e+12,6.2165
74,1e+12,6.757
100,1e+12,7.5587
165,1e+12,9.3572
235,1e+12,11.128
310,1e+12,12.852
390,1e+12,13.593
475,1e+12,13.819
655,1e+12,13.963
845,1e+12,14.082
1000,1e+12,14.215
1441,1e+12,14.708
1925,1e+12,15.171
2454,1e+12,15.474
3030,1e+12,15.65
3655,1e+12,15.755
4331,1e+12,15.82
5060,1e+12,15.862
5844,1e+12,15.892
6685,1e+12,15.912
7585,1e+12,15.928
8546,1e+12,15.939
10000,1e+12,15.952
20000,1e+12,15.98
50000,1e+12,15.993
1e+05,1e+12,15.997
0.5,1e+13,1.3143e-05
1,1e+13,0.60266
1.5,1e+13,1.0042
2,1e+13,1.4644
5,1e+13,3.0635
7,1e+13,3.731
10,1e+13,4.1803
15,1e+13,5.3854
23,1e+13,5.8879
32,1e+13,5.9583
52,1e+13,6.2166
74,1e+13,6.7572
100,1e+13,7.5589
165,1e+13,9.3573
235,1e+13,11.129
310,1e+13,12.852
390,1e+13,13.593
475,1e+13,13.819
655,1e+13,13.963
845,1e+13,14.082
1000,1e+13,14.215
1441,1e+13,14.708
1925,1e+13,15.171
2454,1e+13,15.474
3030,1e+13,15.65
3655,1e+13,15.755
4331,1e+13,15.82
5060,1e+13,15.862
5844,1e+13,15.892
6685,1e+13,15.912
7585,1e+13,15.928
8546,1e+13,15.939
10000,1e+13,15.952
20000,1e+13,15.98
50000,1e+13,15.993
1e+05,1e+13,15.997
0.5,1e+14,1.2351e-05
1,1e+14,0.57517
1.5,1e+14,1.0013
2,1e+14,1.4344
5,1e+14,3.2584
7,1e+14,3.8222
10,1e+14,4.2299
15,1e+14,5.4132
23,1e+14,5.891
32,1e+14,5.9595
52,1e+14,6.2179
74,1e+14,6.7591
100,1e+14,7.5607
165,1e+14,9.358
235,1e+14,11.129
310,1e+14,12.853
390,1e+14,13.593
475,1e+14,13.819
655,1e+14,13.963
845,1e+14,14.082
1000,1e+14,14.215
1441,1e+14,14.708
1925,1e+14,15.171
2454,1e+14,15.474
3030,1e+14,15.65
3655,1e+14,15.755
4331,1e+14,15.82
5060,1e+14,15.862
5844,1e+14,15.892
6685,1e+14,15.912
7585,1e+14,15.928
8546,1e+14,15.939
10000,1e+14,15.952
20000,1e+14,15.98
50000,1e+14,15.993
1e+05,1e+14,15.997
0.5,1e+15,2.0105e-05
1,1e+15,0.63495
1.5,1e+15,1.0017
2,1e+15,1.4255
5,1e+15,3.5239
7,1e+15,3.9769
10,1e+15,4.465
15,1e+15,5.5744
23,1e+15,5.9135
32,1e+15,5.9698
52,1e+15,6.2303
74,1e+15,6.7776
100,1e+15,7.5776
165,1e+15,9.3645
235,1e+15,11.132
310,1e+15,12.854
390,1e+15,13.593
475,1e+15,13.819
655,1e+15,13.963
845,1e+15,14.083
1000,1e+15,14.216
1441,1e+15,14.709
1925,1e+15,15.172
2454,1e+15,15.474
3030,1e+15,15.65
3655,1e+15,15.755
4331,1e+15,15.82
5060,1e+15,15.862
5844,1e+15,15.892
6685,1e+15,15.912
7585,1e+15,15.928
8546,1e+15,15.939
10000,1e+15,15.952
20000,1e+15,15.98
50000,1e+15,15.993
1e+05,1e+15,15.997
0.5,1e+16,2.0548e-05
1,1e+16,0.61905
1.5,1e+16,0.99864
2,1e+16,1.4043
5,1e+16,3.6762
7,1e+16,4.0957
10,1e+16,4.9181
15,1e+16,5.8225
23,1e+16,5.9668
32,1e+16,6.0113
52,1e+16,6.3262
74,1e+16,6.9234
100,1e+16,7.7104
165,1e+16,9.4205
235,1e+16,11.159
310,1e+16,12.864
390,1e+16,13.596
475,1e+16,13.82
655,1e+16,13.964
845,1e+16,14.083
1000,1e+16,14.217
1441,1e+16,14.711
1925,1e+16,15.173
2454,1e+16,15.475
3030,1e+16,15.651
3655,1e+16,15.755
4331,1e+16,15.82
5060,1e+16,15.862
5844,1e+16,15.892
6685,1e+16,15.913
7585,1e+16,15.928
8546,1e+16,15.939
10000,1e+16,15.952
20000,1e+16,15.98
50000,1e+16,15.993
1e+05,1e+16,15.997
0.5,1e+17,8.2518e-06
1,1e+17,0.3914
1.5,1e+17,0.97032
2,1e+17,1.2481
5,1e+17,3.6917
7,1e+17,4.1668
10,1e+17,5.1824
15,1e+17,5.9173
23,1e+17,5.9956
32,1e+17,6.1139
52,1e+17,6.7766
74,1e+17,7.5132
100,1e+17,8.2461
165,1e+17,9.7447
235,1e+17,11.353
310,1e+17,12.942
390,1e+17,13.617
475,1e+17,13.827
655,1e+17,13.966
845,1e+17,14.086
1000,1e+17,14.221
1441,1e+17,14.716
1925,1e+17,15.178
2454,1e+17,15.478
3030,1e+17,15.653
3655,1e+17,15.756
4331,1e+17,15.821
5060,1e+17,15.863
5844,1e+17,15.892
6685,1e+17,15.913
7585,1e+17,15.928
8546,1e+17,15.939
10000,1e+17,15.952
20000,1e+17,15.98
50000,1e+17,15.993
1e+05,1e+17,15.997
0.5,1e+18,1.4668e-06
1,1e+18,0.090336
1.5,1e+18,0.80487
2,1e+18,0.99988
5,1e+18,3.3915
7,1e+18,4.0928
10,1e+18,5.1728
15,1e+18,5.9237
23,1e+18,6.0326
32,1e+18,6.5602
52,1e+18,7.7079
74,1e+18,8.5399
100,1e+18,9.2441
165,1e+18,10.698
235,1e+18,12.078
310,1e+18,13.252
390,1e+18,13.707
475,1e+18,13.858
655,1e+18,13.974
845,1e+18,14.091
1000,1e+18,14.227
1441,1e+18,14.726
1925,1e+18,15.186
2454,1e+18,15.484
3030,1e+18,15.657
3655,1e+18,15.759
4331,1e+18,15.823
5060,1e+18,15.864
5844,1e+18,15.894
6685,1e+18,15.914
7585,1e+18,15.929
8546,1e+18,15.94
10000,1e+18,15.952
20000,1e+18,15.98
50000,1e+18,15.993
1e+05,1e+18,15.997
0.5,1e+19,3.0845e-07
1,1e+19,0.013889
1.5,1e+19,0.3764
2,1e+19,0.77408
5,1e+19,2.6615
7,1e+19,3.6716
10,1e+19,4.6614
15,1e+19,5.7808
23,1e+19,6.166
32,1e+19,7.1108
52,1e+19,8.641
74,1e+19,9.6376
100,1e+19,10.608
165,1e+19,12.044
235,1e+19,13.168
310,1e+19,13.686
390,1e+19,13.852
475,1e+19,13.917
655,1e+19,13.993
845,1e+19,14.105
1000,1e+19,14.243
1441,1e+19,14.744
1925,1e+19,15.202
2454,1e+19,15.495
3030,1e+19,15.664
3655,1e+19,15.765
4331,1e+19,15.827
5060,1e+19,15.867
5844,1e+19,15.896
6685,1e+19,15.916
7585,1e+19,15.93
8546,1e+19,15.941
10000,1e+19,15.953
20000,1e+19,15.981
50000,1e+19,15.994
1e+05,1e+19,15.997
0.5,1e+20,1.63e-07
1,1e+20,0.0030564
1.5,1e+20,0.094258
2,1e+20,0.38389
5,1e+20,1.7788
7,1e+20,2.7821
10,1e+20,3.7663
15,1e+20,5.0568
23,1e+20,5.9683
32,1e+20,7.2419
52,1e+20,9.2091
74,1e+20,10.699
100,1e+20,11.784
165,1e+20,13.221
235,1e+20,13.768
310,1e+20,13.901
390,1e+20,13.946
475,1e+20,13.969
655,1e+20,14.027
845,1e+20,14.151
1000,1e+20,14.301
1441,1e+20,14.809
1925,1e+20,15.245
2454,1e+20,15.521
3030,1e+20,15.681
3655,1e+20,15.775
4331,1e+20,15.835
5060,1e+20,15.873
5844,1e+20,15.9
6685,1e+20,15.919
7585,1e+20,15.933
8546,1e+20,15.944
10000,1e+20,15.955
20000,1e+20,15.982
50000,1e+20,15.994
1e+05,1e+20,15.997
0.5,1e+21,6.6154e-07
1,1e+21,0.0018578
1.5,1e+21,0.034061
2,1e+21,0.15294
5,1e+21,1.0303
7,1e+21,1.6914
10,1e+21,2.7622
15,1e+21,3.9389
23,1e+21,5.1692
32,1e+21,6.356
52,1e+21,8.8266
74,1e+21,10.831
100,1e+21,12.148
165,1e+21,13.639
235,1e+21,13.882
310,1e+21,13.94
390,1e+21,13.967
475,1e+21,13.995
655,1e+21,14.114
845,1e+21,14.328
1000,1e+21,14.522
1441,1e+21,15.003
1925,1e+21,15.359
2454,1e+21,15.583
3030,1e+21,15.716
3655,1e+21,15.797
4331,1e+21,15.848
5060,1e+21,15.882
5844,1e+21,15.907
6685,1e+21,15.924
7585,1e+21,15.937
8546,1e+21,15.947
10000,1e+21,15.957
20000,1e+21,15.982
50000,1e+21,15.994
1e+05,1e+21,15.997
0.5,1e+22,0.00020886
1,1e+22,0.010057
1.5,1e+22,0.047101
2,1e+22,0.11271
5,1e+22,0.72841
7,1e+22,1.2398
10,1e+22,2.0749
15,1e+22,3.2409
23,1e+22,4.2334
32,1e+22,5.1044
52,1e+22,7.4318
74,1e+22,9.4232
100,1e+22,11.22
165,1e+22,13.29
235,1e+22,13.708
310,1e+22,13.835
390,1e+22,13.9
475,1e+22,13.945
655,1e+22,14.185
845,1e+22,14.493
1000,1e+22,14.712
1441,1e+22,15.169
1925,1e+22,15.482
2454,1e+22,15.663
3030,1e+22,15.771
3655,1e+22,15.833
4331,1e+22,15.875
5060,1e+22,15.901
5844,1e+22,15.921
6685,1e+22,15.934
7585,1e+22,15.945
8546,1e+22,15.952
10000,1e+22,15.962
20000,1e+22,15.983
50000,1e+22,15.994
1e+05,1e+22,15.997
0.5,1e+23,2.0004
1,1e+23,2.0041
1.5,1e+23,2.0111
2,1e+23,2.0209
5,1e+23,2.115
7,1e+23,2.2024
10,1e+23,2.3603
15,1e+23,2.6732
23,1e+23,3.0172
32,1e+23,3.853
52,1e+23,5.7769
74,1e+23,7.6566
100,1e+23,9.342
165,1e+23,11.94
235,1e+23,13.059
310,1e+23,13.494
390,1e+23,13.69
475,1e+23,13.827
655,1e+23,14.15
845,1e+23,14.496
1000,1e+23,14.778
1441,1e+23,15.33
1925,1e+23,15.616
2454,1e+23,15.756
3030,1e+23,15.836
3655,1e+23,15.882
4331,1e+23,15.904
5060,1e+23,15.925
5844,1e+23,15.94
6685,1e+23,15.951
7585,1e+23,15.955
8546,1e+23,15.962
10000,1e+23,15.969
20000,1e+23,15.985
50000,1e+23,15.994
1e+05,1e+23,15.997
0.5,1e+24,6
1,1e+24,6
1.5,1e+24,6
2,1e+24,6
5,1e+24,6
7,1e+24,6
10,1e+24,6
15,1e+24,6.0001
23,1e+24,6.0063
32,1e+24,6.0645
52,1e+24,6.6166
74,1e+24,7.7124
100,1e+24,8.6091
165,1e+24,10.052
235,1e+24,11.48
310,1e+24,12.437
390,1e+24,13.009
475,1e+24,13.385
655,1e+24,13.98
845,1e+24,14.451
1000,1e+24,14.765
1441,1e+24,15.34
1925,1e+24,15.629
2454,1e+24,15.768
