"Te","ne","CS"
0.5,1e+12,1.0556
1,1e+12,1.9997
1.5,1e+12,2
2,1e+12,2
5,1e+12,2.5353
7,1e+12,3.321
10,1e+12,4.2308
15,1e+12,5.5698
23,1e+12,7.307
32,1e+12,8.5008
52,1e+12,11.478
74,1e+12,13.057
100,1e+12,13.738
165,1e+12,14.997
235,1e+12,17.147
310,1e+12,20.206
390,1e+12,24.376
475,1e+12,28.402
655,1e+12,30.854
845,1e+12,31.369
1000,1e+12,31.601
1441,1e+12,32.146
1925,1e+12,32.981
2454,1e+12,34.546
3030,1e+12,37.114
3655,1e+12,40.358
4331,1e+12,43.791
5060,1e+12,46.325
5844,1e+12,47.681
6685,1e+12,48.434
7585,1e+12,48.935
8546,1e+12,49.332
10000,1e+12,49.842
20000,1e+12,53.577
50000,1e+12,56.625
1e+05,1e+12,57.631
0.5,1e+13,1.0549
1,1e+13,1.9997
1.5,1e+13,2
2,1e+13,2
5,1e+13,2.7816
7,1e+13,3.4102
10,1e+13,4.2494
15,1e+13,5.5741
23,1e+13,7.31
32,1e+13,8.5025
52,1e+13,11.479
74,1e+13,13.057
100,1e+13,13.738
165,1e+13,14.997
235,1e+13,17.147
310,1e+13,20.206
390,1e+13,24.376
475,1e+13,28.402
655,1e+13,30.854
845,1e+13,31.369
1000,1e+13,31.601
1441,1e+13,32.146
1925,1e+13,32.981
2454,1e+13,34.546
3030,1e+13,37.114
3655,1e+13,40.358
4331,1e+13,43.791
5060,1e+13,46.325
5844,1e+13,47.681
6685,1e+13,48.434
7585,1e+13,48.935
8546,1e+13,49.332
10000,1e+13,49.842
20000,1e+13,53.577
50000,1e+13,56.625
1e+05,1e+13,57.631
0.5,1e+14,1.0478
1,1e+14,1.9997
1.5,1e+14,2
2,1e+14,2.0002
5,1e+14,3.0508
7,1e+14,3.6705
10,1e+14,4.3428
15,1e+14,5.6138
23,1e+14,7.3381
32,1e+14,8.5183
52,1e+14,11.485
74,1e+14,13.059
100,1e+14,13.739
165,1e+14,14.998
235,1e+14,17.148
310,1e+14,20.206
390,1e+14,24.376
475,1e+14,28.402
655,1e+14,30.854
845,1e+14,31.369
1000,1e+14,31.601
1441,1e+14,32.146
1925,1e+14,32.981
2454,1e+14,34.546
3030,1e+14,37.114
3655,1e+14,40.358
4331,1e+14,43.791
5060,1e+14,46.325
5844,1e+14,47.681
6685,1e+14,48.434
7585,1e+14,48.935
8546,1e+14,49.332
10000,1e+14,49.842
20000,1e+14,53.577
50000,1e+14,56.625
1e+05,1e+14,57.631
0.5,1e+15,1.0204
1,1e+15,1.9994
1.5,1e+15,2
2,1e+15,2.0026
5,1e+15,3.4584
7,1e+15,4.0337
10,1e+15,4.7532
15,1e+15,5.9086
23,1e+15,7.5586
32,1e+15,8.6493
52,1e+15,11.537
74,1e+15,13.075
100,1e+15,13.743
165,1e+15,15
235,1e+15,17.15
310,1e+15,20.208
390,1e+15,24.377
475,1e+15,28.402
655,1e+15,30.854
845,1e+15,31.369
1000,1e+15,31.601
1441,1e+15,32.146
1925,1e+15,32.981
2454,1e+15,34.546
3030,1e+15,37.114
3655,1e+15,40.359
4331,1e+15,43.791
5060,1e+15,46.325
5844,1e+15,47.681
6685,1e+15,48.434
7585,1e+15,48.935
8546,1e+15,49.332
10000,1e+15,49.842
20000,1e+15,53.577
50000,1e+15,56.625
1e+05,1e+15,57.631
0.5,1e+16,1.0003
1,1e+16,1.9965
1.5,1e+16,2
2,1e+16,2.0141
5,1e+16,4.0243
7,1e+16,4.8784
10,1e+16,5.7649
15,1e+16,7.0397
23,1e+16,8.1965
32,1e+16,9.3049
52,1e+16,11.909
74,1e+16,13.191
100,1e+16,13.777
165,1e+16,15.017
235,1e+16,17.166
310,1e+16,20.219
390,1e+16,24.382
475,1e+16,28.404
655,1e+16,30.854
845,1e+16,31.37
1000,1e+16,31.601
1441,1e+16,32.146
1925,1e+16,32.981
2454,1e+16,34.547
3030,1e+16,37.115
3655,1e+16,40.359
4331,1e+16,43.791
5060,1e+16,46.325
5844,1e+16,47.681
6685,1e+16,48.434
7585,1e+16,48.935
8546,1e+16,49.332
10000,1e+16,49.842
20000,1e+16,53.577
50000,1e+16,56.624
1e+05,1e+16,57.631
0.5,1e+17,0.9746
1,1e+17,1.9709
1.5,1e+17,1.9995
2,1e+17,2.006
5,1e+17,4.5311
7,1e+17,5.6953
10,1e+17,6.8783
15,1e+17,7.996
23,1e+17,9.6779
32,1e+17,11.352
