"Te","ne","CS"
0.5,1e+12,3.2316e-05
1,1e+12,0.80857
1.5,1e+12,1.1124
2,1e+12,1.7638
5,1e+12,3
7,1e+12,3.4589
10,1e+12,4.4918
15,1e+12,4.935
23,1e+12,4.9961
32,1e+12,5.1409
52,1e+12,5.811
74,1e+12,6.7173
100,1e+12,7.6477
165,1e+12,9.5419
235,1e+12,11.588
310,1e+12,12.608
390,1e+12,12.853
475,1e+12,12.935
655,1e+12,13.052
845,1e+12,13.247
1000,1e+12,13.459
1441,1e+12,14.061
1925,1e+12,14.461
2454,1e+12,14.672
3030,1e+12,14.783
3655,1e+12,14.848
4331,1e+12,14.887
5060,1e+12,14.913
5844,1e+12,14.931
6685,1e+12,14.944
7585,1e+12,14.953
8546,1e+12,14.961
10000,1e+12,14.969
20000,1e+12,14.987
50000,1e+12,14.996
1e+05,1e+12,14.998
0.5,1e+13,1.0603e-05
1,1e+13,0.5934
1.5,1e+13,1.1528
2,1e+13,1.8561
5,1e+13,3.0147
7,1e+13,3.4738
10,1e+13,4.4988
15,1e+13,4.9356
23,1e+13,4.9963
32,1e+13,5.1412
52,1e+13,5.8116
74,1e+13,6.7177
100,1e+13,7.648
165,1e+13,9.542
235,1e+13,11.588
310,1e+13,12.608
390,1e+13,12.853
475,1e+13,12.935
655,1e+13,13.052
845,1e+13,13.247
1000,1e+13,13.459
1441,1e+13,14.061
1925,1e+13,14.461
2454,1e+13,14.672
3030,1e+13,14.783
3655,1e+13,14.848
4331,1e+13,14.887
5060,1e+13,14.913
5844,1e+13,14.931
6685,1e+13,14.944
7585,1e+13,14.953
8546,1e+13,14.961
10000,1e+13,14.969
20000,1e+13,14.987
50000,1e+13,14.996
1e+05,1e+13,14.998
0.5,1e+14,8.5069e-06
1,1e+14,0.5106
1.5,1e+14,1.1406
2,1e+14,1.8728
5,1e+14,3.0671
7,1e+14,3.5949
10,1e+14,4.5593
15,1e+14,4.9413
23,1e+14,4.9984
32,1e+14,5.1441
52,1e+14,5.8167
74,1e+14,6.7216
100,1e+14,7.6501
165,1e+14,9.5427
235,1e+14,11.588
310,1e+14,12.608
390,1e+14,12.853
475,1e+14,12.935
655,1e+14,13.052
845,1e+14,13.247
1000,1e+14,13.46
1441,1e+14,14.062
1925,1e+14,14.461
2454,1e+14,14.672
3030,1e+14,14.783
3655,1e+14,14.848
4331,1e+14,14.887
5060,1e+14,14.913
5844,1e+14,14.931
6685,1e+14,14.944
7585,1e+14,14.953
8546,1e+14,14.961
10000,1e+14,14.969
20000,1e+14,14.987
50000,1e+14,14.996
1e+05,1e+14,14.998
0.5,1e+15,1.1457e-05
1,1e+15,0.52781
1.5,1e+15,1.1497
2,1e+15,1.8857
5,1e+15,3.1943
7,1e+15,3.9313
10,1e+15,4.7491
