"Te","ne","CS"
0.5,1e+12,0.0034188
1,1e+12,0.65013
1.5,1e+12,1.2543
2,1e+12,1.8814
5,1e+12,3.061
7,1e+12,3.6597
10,1e+12,4.3909
15,1e+12,5.649
23,1e+12,6.0031
32,1e+12,6.4039
52,1e+12,7.7583
74,1e+12,9.2125
100,1e+12,10.939
165,1e+12,13.301
235,1e+12,13.734
310,1e+12,13.967
390,1e+12,14.232
475,1e+12,14.601
655,1e+12,15.751
845,1e+12,17.306
1000,1e+12,18.629
1441,1e+12,21.02
1925,1e+12,21.667
2454,1e+12,21.889
3030,1e+12,22.039
3655,1e+12,22.188
4331,1e+12,22.352
5060,1e+12,22.527
5844,1e+12,22.704
6685,1e+12,22.872
7585,1e+12,23.024
8546,1e+12,23.157
10000,1e+12,23.313
20000,1e+12,23.729
50000,1e+12,23.915
1e+05,1e+12,23.961
0.5,1e+13,0.0032274
1,1e+13,0.65876
1.5,1e+13,1.4559
2,1e+13,1.9402
5,1e+13,3.0745
7,1e+13,3.6691
10,1e+13,4.3968
15,1e+13,5.6506
23,1e+13,6.0035
32,1e+13,6.4043
52,1e+13,7.7586
74,1e+13,9.2127
100,1e+13,10.939
165,1e+13,13.301
235,1e+13,13.734
310,1e+13,13.967
390,1e+13,14.232
475,1e+13,14.601
655,1e+13,15.751
845,1e+13,17.306
1000,1e+13,18.629
1441,1e+13,21.02
1925,1e+13,21.667
2454,1e+13,21.889
3030,1e+13,22.039
3655,1e+13,22.188
4331,1e+13,22.352
5060,1e+13,22.527
5844,1e+13,22.704
6685,1e+13,22.872
7585,1e+13,23.024
8546,1e+13,23.157
10000,1e+13,23.313
20000,1e+13,23.729
50000,1e+13,23.915
1e+05,1e+13,23.961
0.5,1e+14,0.003712
1,1e+14,0.80043
1.5,1e+14,1.9039
2,1e+14,1.9988
5,1e+14,3.1575
7,1e+14,3.7461
10,1e+14,4.4513
15,1e+14,5.6656
23,1e+14,6.0068
32,1e+14,6.4072
52,1e+14,7.7613
74,1e+14,9.2143
100,1e+14,10.94
165,1e+14,13.301
235,1e+14,13.734
310,1e+14,13.967
390,1e+14,14.232
475,1e+14,14.601
655,1e+14,15.751
845,1e+14,17.306
1000,1e+14,18.63
1441,1e+14,21.02
1925,1e+14,21.667
2454,1e+14,21.889
3030,1e+14,22.039
3655,1e+14,22.188
4331,1e+14,22.352
5060,1e+14,22.528
5844,1e+14,22.704
6685,1e+14,22.872
7585,1e+14,23.024
8546,1e+14,23.157
10000,1e+14,23.313
20000,1e+14,23.729
50000,1e+14,23.915
1e+05,1e+14,23.961
0.5,1e+15,0.019886
1,1e+15,1.0827
1.5,1e+15,1.9791
2,1e+15,2.0412
5,1e+15,3.4722
7,1e+15,3.9758
10,1e+15,4.7766
15,1e+15,5.7596
23,1e+15,6.0346
32,1e+15,6.4353
52,1e+15,7.787
74,1e+15,9.2288
100,1e+15,10.947
165,1e+15,13.301
235,1e+15,13.734
310,1e+15,13.967
390,1e+15,14.232
475,1e+15,14.601
655,1e+15,15.751
845,1e+15,17.306
1000,1e+15,18.63
1441,1e+15,21.02
1925,1e+15,21.667
2454,1e+15,21.889
3030,1e+15,22.039
3655,1e+15,22.188
4331,1e+15,22.352
5060,1e+15,22.528
5844,1e+15,22.704
6685,1e+15,22.872
7585,1e+15,23.024
8546,1e+15,23.157
10000,1e+15,23.313
20000,1e+15,23.729
50000,1e+15,23.915
1e+05,1e+15,23.961
0.5,1e+16,0.058638
1,1e+16,1.0213
1.5,1e+16,1.9546
2,1e+16,2.1083
5,1e+16,3.8959
7,1e+16,4.3508
10,1e+16,5.4558
15,1e+16,5.9389
23,1e+16,6.1722
32,1e+16,6.6583
52,1e+16,8.0039
74,1e+16,9.3561
100,1e+16,11.015
165,1e+16,13.306
235,1e+16,13.735
310,1e+16,13.968
390,1e+16,14.233
475,1e+16,14.603
655,1e+16,15.753
845,1e+16,17.307
1000,1e+16,18.631
1441,1e+16,21.021
1925,1e+16,21.667
2454,1e+16,21.889
3030,1e+16,22.039
3655,1e+16,22.188
4331,1e+16,22.352
5060,1e+16,22.528
5844,1e+16,22.705
6685,1e+16,22.872
7585,1e+16,23.024
8546,1e+16,23.157
10000,1e+16,23.313
20000,1e+16,23.729
50000,1e+16,23.915
1e+05,1e+16,23.961
0.5,1e+17,0.029007
1,1e+17,0.86143
1.5,1e+17,1.719
2,1e+17,2.0107
5,1e+17,3.9818
7,1e+17,4.8334
10,1e+17,5.8223
15,1e+17,6.0445
23,1e+17,6.6822
32,1e+17,7.4941
52,1e+17,8.8163
74,1e+17,10.006
100,1e+17,11.434
165,1e+17,13.341
235,1e+17,13.744
310,1e+17,13.974
390,1e+17,14.241
475,1e+17,14.613
655,1e+17,15.768
845,1e+17,17.32
1000,1e+17,18.641
1441,1e+17,21.023
1925,1e+17,21.667
2454,1e+17,21.889
3030,1e+17,22.039
3655,1e+17,22.189
4331,1e+17,22.353
5060,1e+17,22.529
5844,1e+17,22.706
6685,1e+17,22.873
7585,1e+17,23.025
8546,1e+17,23.158
10000,1e+17,23.314
20000,1e+17,23.73
50000,1e+17,23.915
1e+05,1e+17,23.961
0.5,1e+18,0.0051489
1,1e+18,0.43723
1.5,1e+18,0.98729
2,1e+18,1.7208
5,1e+18,3.8152
7,1e+18,4.8112
10,1e+18,5.8578
15,1e+18,6.1414
23,1e+18,7.5568
32,1e+18,8.7052
52,1e+18,10.266
74,1e+18,11.472
100,1e+18,12.485
165,1e+18,13.506
235,1e+18,13.803
310,1e+18,14.028
390,1e+18,14.313
475,1e+18,14.714
655,1e+18,15.903
845,1e+18,17.433
1000,1e+18,18.723
1441,1e+18,21.04
1925,1e+18,21.67
2454,1e+18,21.891
3030,1e+18,22.041
3655,1e+18,22.191
4331,1e+18,22.356
5060,1e+18,22.532
5844,1e+18,22.709
6685,1e+18,22.877
7585,1e+18,23.028
8546,1e+18,23.161
10000,1e+18,23.316
20000,1e+18,23.731
50000,1e+18,23.915
1e+05,1e+18,23.961
0.5,1e+19,0.0010824
1,1e+19,0.10075
1.5,1e+19,0.28709
2,1e+19,0.76021
5,1e+19,3.1299
7,1e+19,4.1805
10,1e+19,5.5335
15,1e+19,6.1336
23,1e+19,8.04
32,1e+19,9.6479
52,1e+19,11.796
74,1e+19,12.93
100,1e+19,13.484
165,1e+19,13.817
235,1e+19,14.043
310,1e+19,14.367
390,1e+19,14.821
475,1e+19,15.39
655,1e+19,16.699
845,1e+19,18.106
1000,1e+19,19.233
1441,1e+19,21.151
1925,1e+19,21.692
2454,1e+19,21.898
3030,1e+19,22.045
3655,1e+19,22.196
4331,1e+19,22.362
5060,1e+19,22.539
5844,1e+19,22.717
6685,1e+19,22.885
7585,1e+19,23.035
8546,1e+19,23.168
10000,1e+19,23.323
20000,1e+19,23.733
50000,1e+19,23.916
1e+05,1e+19,23.961
0.5,1e+20,0.00057259
1,1e+20,0.024212
1.5,1e+20,0.056878
2,1e+20,0.1294
5,1e+20,2.0424
7,1e+20,3.1359
10,1e+20,4.4911
15,1e+20,5.6663
23,1e+20,7.5244
32,1e+20,9.6469
52,1e+20,12.264
74,1e+20,13.481
100,1e+20,13.829
165,1e+20,14.3
235,1e+20,15.029
310,1e+20,15.809
390,1e+20,16.556
475,1e+20,17.269
655,1e+20,18.589
845,1e+20,19.77
1000,1e+20,20.514
1441,1e+20,21.485
1925,1e+20,21.783
2454,1e+20,21.933
3030,1e+20,22.063
3655,1e+20,22.209
4331,1e+20,22.374
5060,1e+20,22.552
5844,1e+20,22.73
6685,1e+20,22.897
7585,1e+20,23.048
8546,1e+20,23.179
10000,1e+20,23.332
20000,1e+20,23.737
50000,1e+20,23.917
1e+05,1e+20,23.962
0.5,1e+21,0.0023209
1,1e+21,0.015056
1.5,1e+21,0.020882
2,1e+21,0.037302
5,1e+21,1.0454
7,1e+21,1.983
10,1e+21,3.2363
15,1e+21,4.701
23,1e+21,6.0217
32,1e+21,8.0854
52,1e+21,11.389
74,1e+21,13.074
100,1e+21,13.887
165,1e+21,15.62
235,1e+21,16.895
310,1e+21,17.933
390,1e+21,18.825
475,1e+21,19.559
655,1e+21,20.653
845,1e+21,21.271
1000,1e+21,21.521
1441,1e+21,21.794
1925,1e+21,21.904
2454,1e+21,21.995
3030,1e+21,22.105
3655,1e+21,22.243
4331,1e+21,22.405
5060,1e+21,22.581
5844,1e+21,22.758
6685,1e+21,22.924
7585,1e+21,23.072
8546,1e+21,23.201
10000,1e+21,23.352
20000,1e+21,23.746
50000,1e+21,23.919
1e+05,1e+21,23.963
0.5,1e+22,1
1,1e+22,1.0105
1.5,1e+22,1.0834
2,1e+22,1.2346
5,1e+22,1.3319
7,1e+22,1.7177
10,1e+22,2.557
15,1e+22,3.6855
23,1e+22,4.8457
32,1e+22,6.1785
52,1e+22,9.3152
74,1e+22,11.498
100,1e+22,12.962
165,1e+22,16.03
235,1e+22,18.069
310,1e+22,19.425
390,1e+22,20.335
475,1e+22,20.969
655,1e+22,21.549
845,1e+22,21.752
1000,1e+22,21.826
1441,1e+22,21.918
1925,1e+22,21.98
2454,1e+22,22.062
3030,1e+22,22.178
3655,1e+22,22.325
4331,1e+22,22.493
5060,1e+22,22.67
5844,1e+22,22.842
6685,1e+22,22.999
7585,1e+22,23.138
8546,1e+22,23.257
10000,1e+22,23.396
20000,1e+22,23.76
50000,1e+22,23.923
1e+05,1e+22,23.965
0.5,1e+23,3
1,1e+23,3
1.5,1e+23,3.0005
2,1e+23,3.0032
5,1e+23,3.1361
7,1e+23,3.3138
10,1e+23,3.6398
15,1e+23,4.304
23,1e+23,5.2695
32,1e+23,6.0467
52,1e+23,7.5025
74,1e+23,9.3517
100,1e+23,10.947
165,1e+23,14.408
235,1e+23,17.084
310,1e+23,19.018
390,1e+23,20.169
475,1e+23,20.881
655,1e+23,21.48
845,1e+23,21.69
1000,1e+23,21.773
1441,1e+23,21.897
1925,1e+23,21.987
2454,1e+23,22.145
3030,1e+23,22.334
3655,1e+23,22.531
4331,1e+23,22.713
5060,1e+23,22.884
5844,1e+23,23.032
6685,1e+23,23.155
7585,1e+23,23.263
8546,1e+23,23.354
10000,1e+23,23.46
20000,1e+23,23.762
50000,1e+23,23.921
1e+05,1e+23,23.964
0.5,1e+24,6
1,1e+24,6
1.5,1e+24,6
2,1e+24,6
5,1e+24,6.0001
7,1e+24,6.0006
10,1e+24,6.0045
15,1e+24,6.0251
23,1e+24,6.1045
32,1e+24,6.2658
52,1e+24,6.9057
74,1e+24,7.9647
100,1e+24,9.3052
165,1e+24,12.141
235,1e+24,14.868
310,1e+24,16.758
390,1e+24,18.287
475,1e+24,19.425
655,1e+24,20.684
845,1e+24,21.2
1000,1e+24,21.376
1441,1e+24,21.671
1925,1e+24,21.915
2454,1e+24,22.169
3030,1e+24,22.428
3655,1e+24,22.674
4331,1e+24,22.894
5060,1e+24,23.082
5844,1e+24,23.233
6685,1e+24,23.344
7585,1e+24,23.447
8546,1e+24,23.528
10000,1e+24,23.608
20000,1e+24,23.809
50000,1e+24,23.825
1e+05,1e+24,23.926
