"Te","ne","CS"
0.5,1e+12,3.9405e-07
1,1e+12,0.2891
1.5,1e+12,0.98617
2,1e+12,1.3932
5,1e+12,3.004
7,1e+12,3.693
10,1e+12,4.6473
15,1e+12,6.0275
23,1e+12,7.251
32,1e+12,7.7645
52,1e+12,8.408
74,1e+12,9.3585
100,1e+12,10.492
165,1e+12,12.732
235,1e+12,14.57
310,1e+12,16.13
390,1e+12,17.367
475,1e+12,18.623
655,1e+12,22.541
845,1e+12,24.642
1000,1e+12,25.17
1441,1e+12,25.774
1925,1e+12,26.264
2454,1e+12,26.999
3030,1e+12,28.174
3655,1e+12,29.681
4331,1e+12,31.06
5060,1e+12,32.044
5844,1e+12,32.67
6685,1e+12,33.073
7585,1e+12,33.339
8546,1e+12,33.525
10000,1e+12,33.711
20000,1e+12,34.314
50000,1e+12,35.133
1e+05,1e+12,35.557
0.5,1e+13,1.8851e-07
1,1e+13,0.13397
1.5,1e+13,0.91487
2,1e+13,1.4381
5,1e+13,3.0432
7,1e+13,3.712
10,1e+13,4.6555
15,1e+13,6.0289
23,1e+13,7.2511
32,1e+13,7.7645
52,1e+13,8.4082
74,1e+13,9.3587
100,1e+13,10.492
165,1e+13,12.732
235,1e+13,14.57
310,1e+13,16.13
390,1e+13,17.367
475,1e+13,18.623
655,1e+13,22.541
845,1e+13,24.642
1000,1e+13,25.17
1441,1e+13,25.774
1925,1e+13,26.264
2454,1e+13,26.999
3030,1e+13,28.174
3655,1e+13,29.681
4331,1e+13,31.06
5060,1e+13,32.044
5844,1e+13,32.67
6685,1e+13,33.073
7585,1e+13,33.339
8546,1e+13,33.525
10000,1e+13,33.711
20000,1e+13,34.314
50000,1e+13,35.133
1e+05,1e+13,35.557
0.5,1e+14,1.0757e-07
1,1e+14,0.048681
1.5,1e+14,0.62909
2,1e+14,1.4068
5,1e+14,3.2133
7,1e+14,3.8343
10,1e+14,4.7247
15,1e+14,6.0418
23,1e+14,7.2519
32,1e+14,7.7649
52,1e+14,8.4097
74,1e+14,9.3606
100,1e+14,10.493
165,1e+14,12.733
235,1e+14,14.571
310,1e+14,16.13
390,1e+14,17.367
475,1e+14,18.623
655,1e+14,22.541
845,1e+14,24.642
1000,1e+14,25.17
1441,1e+14,25.774
1925,1e+14,26.264
2454,1e+14,26.999
3030,1e+14,28.174
3655,1e+14,29.681
4331,1e+14,31.06
5060,1e+14,32.044
5844,1e+14,32.67
6685,1e+14,33.073
7585,1e+14,33.339
8546,1e+14,33.525
10000,1e+14,33.712
20000,1e+14,34.314
50000,1e+14,35.133
1e+05,1e+14,35.557
0.5,1e+15,3.0986e-08
1,1e+15,0.0087013
1.5,1e+15,0.20702
2,1e+15,1.1253
5,1e+15,3.4986
7,1e+15,4.1811
10,1e+15,5.0802
15,1e+15,6.1318
23,1e+15,7.259
32,1e+15,7.7689
52,1e+15,8.4244
74,1e+15,9.3783
100,1e+15,10.504
165,1e+15,12.736
235,1e+15,14.573
310,1e+15,16.131
390,1e+15,17.368
475,1e+15,18.624
655,1e+15,22.541
845,1e+15,24.643
1000,1e+15,25.17
