"Te","ne","CS"
0.5,1e+12,0.02286
1,1e+12,1.3566
1.5,1e+12,1.9803
2,1e+12,1.9978
5,1e+12,5.3952
7,1e+12,5.9862
10,1e+12,5.9978
15,1e+12,6.006
23,1e+12,6.302
32,1e+12,7.8027
52,1e+12,9.7427
74,1e+12,12.451
100,1e+12,14.165
165,1e+12,17.138
235,1e+12,19.251
310,1e+12,20.431
390,1e+12,21.393
475,1e+12,22.817
655,1e+12,28.844
845,1e+12,35.997
1000,1e+12,37.479
1441,1e+12,38.317
1925,1e+12,38.722
2454,1e+12,39.156
3030,1e+12,39.807
3655,1e+12,40.951
4331,1e+12,42.909
5060,1e+12,45.617
5844,1e+12,48.583
6685,1e+12,51.242
7585,1e+12,53.11
8546,1e+12,54.271
10000,1e+12,55.256
20000,1e+12,58.249
50000,1e+12,62.463
1e+05,1e+12,63.85
0.5,1e+13,0.069754
1,1e+13,1.3973
1.5,1e+13,1.9802
2,1e+13,1.9977
5,1e+13,5.3991
7,1e+13,5.9862
10,1e+13,5.9978
15,1e+13,6.0061
23,1e+13,6.3051
32,1e+13,7.8093
52,1e+13,9.7447
74,1e+13,12.452
100,1e+13,14.165
165,1e+13,17.139
235,1e+13,19.251
310,1e+13,20.431
390,1e+13,21.393
475,1e+13,22.817
655,1e+13,28.844
845,1e+13,35.997
1000,1e+13,37.479
1441,1e+13,38.317
1925,1e+13,38.722
2454,1e+13,39.156
3030,1e+13,39.807
3655,1e+13,40.951
4331,1e+13,42.909
5060,1e+13,45.617
5844,1e+13,48.583
6685,1e+13,51.242
7585,1e+13,53.11
8546,1e+13,54.271
10000,1e+13,55.256
20000,1e+13,58.249
50000,1e+13,62.463
1e+05,1e+13,63.85
0.5,1e+14,0.31857
1,1e+14,1.647
1.5,1e+14,1.9903
2,1e+14,1.9987
5,1e+14,5.4249
7,1e+14,5.9861
10,1e+14,5.9978
15,1e+14,6.0064
23,1e+14,6.336
32,1e+14,7.8689
52,1e+14,9.7633
74,1e+14,12.458
100,1e+14,14.167
165,1e+14,17.139
235,1e+14,19.251
310,1e+14,20.431
390,1e+14,21.393
475,1e+14,22.817
655,1e+14,28.844
845,1e+14,35.997
1000,1e+14,37.479
1441,1e+14,38.317
1925,1e+14,38.722
2454,1e+14,39.156
3030,1e+14,39.807
3655,1e+14,40.951
4331,1e+14,42.909
5060,1e+14,45.617
5844,1e+14,48.583
6685,1e+14,51.242
7585,1e+14,53.11
8546,1e+14,54.271
10000,1e+14,55.256
20000,1e+14,58.249
50000,1e+14,62.463
1e+05,1e+14,63.85
0.5,1e+15,0.23966
1,1e+15,1.7586
1.5,1e+15,1.9941
2,1e+15,1.9991
5,1e+15,5.4119
7,1e+15,5.9851
10,1e+15,5.9977
15,1e+15,6.0102
23,1e+15,6.6423
32,1e+15,8.1951
52,1e+15,9.9289
74,1e+15,12.513
100,1e+15,14.185
165,1e+15,17.145
235,1e+15,19.253
310,1e+15,20.432
390,1e+15,21.394
475,1e+15,22.818
655,1e+15,28.845
845,1e+15,35.997
1000,1e+15,37.479
1441,1e+15,38.317
1925,1e+15,38.722
2454,1e+15,39.156
3030,1e+15,39.807
3655,1e+15,40.952
4331,1e+15,42.909
5060,1e+15,45.618
5844,1e+15,48.583
6685,1e+15,51.242
7585,1e+15,53.11
8546,1e+15,54.271
10000,1e+15,55.256
20000,1e+15,58.249
50000,1e+15,62.463
1e+05,1e+15,63.85
0.5,1e+16,0.043307
1,1e+16,1.3443
1.5,1e+16,1.971
2,1e+16,1.9954
5,1e+16,4.3969
7,1e+16,5.9741
10,1e+16,5.9974
15,1e+16,6.0774
23,1e+16,7.966
32,1e+16,8.7544
52,1e+16,11.059
74,1e+16,12.851
100,1e+16,14.338
165,1e+16,17.196
235,1e+16,19.273
310,1e+16,20.44
390,1e+16,21.398
475,1e+16,22.823
655,1e+16,28.849
845,1e+16,35.999
1000,1e+16,37.479
1441,1e+16,38.317
1925,1e+16,38.722
2454,1e+16,39.156
3030,1e+16,39.807
3655,1e+16,40.952
4331,1e+16,42.91
5060,1e+16,45.618
5844,1e+16,48.584
6685,1e+16,51.243
7585,1e+16,53.11
8546,1e+16,54.271
10000,1e+16,55.256
20000,1e+16,58.249
50000,1e+16,62.463
1e+05,1e+16,63.849
0.5,1e+17,0.0051664
1,1e+17,0.66311
1.5,1e+17,1.7689
2,1e+17,1.9589
5,1e+17,2.9112
7,1e+17,5.8659
10,1e+17,5.9948
15,1e+17,7.3543
23,1e+17,9.1639
32,1e+17,11.156
52,1e+17,12.659
74,1e+17,13.874
100,1e+17,15.098
165,1e+17,17.568
235,1e+17,19.432
310,1e+17,20.505
390,1e+17,21.439
475,1e+17,22.861
655,1e+17,28.873
845,1e+17,36.003
1000,1e+17,37.48
1441,1e+17,38.318
1925,1e+17,38.722
2454,1e+17,39.157
3030,1e+17,39.808
3655,1e+17,40.953
4331,1e+17,42.911
5060,1e+17,45.62
5844,1e+17,48.585
6685,1e+17,51.244
7585,1e+17,53.11
8546,1e+17,54.272
10000,1e+17,55.256
20000,1e+17,58.249
50000,1e+17,62.462
1e+05,1e+17,63.848
0.5,1e+18,0.00068886
1,1e+18,0.14588
1.5,1e+18,0.87607
2,1e+18,1.644
5,1e+18,2.517
7,1e+18,5.3325
10,1e+18,6.0248
15,1e+18,8.8192
23,1e+18,11.552
32,1e+18,12.719
52,1e+18,14.407
74,1e+18,15.684
100,1e+18,16.83
165,1e+18,18.917
235,1e+18,20.125
310,1e+18,20.865
390,1e+18,21.729
475,1e+18,23.168
655,1e+18,29.047
845,1e+18,36.024
1000,1e+18,37.484
1441,1e+18,38.319
1925,1e+18,38.724
2454,1e+18,39.159
3030,1e+18,39.812
3655,1e+18,40.959
4331,1e+18,42.918
5060,1e+18,45.626
5844,1e+18,48.59
6685,1e+18,51.247
7585,1e+18,53.113
8546,1e+18,54.273
10000,1e+18,55.257
20000,1e+18,58.25
50000,1e+18,62.462
1e+05,1e+18,63.847
0.5,1e+19,0.00014004
1,1e+19,0.022283
1.5,1e+19,0.15738
2,1e+19,0.54177
5,1e+19,1.9753
7,1e+19,3.4932
10,1e+19,5.8393
15,1e+19,9.7388
23,1e+19,12.304
32,1e+19,13.998
52,1e+19,16.304
74,1e+19,17.891
100,1e+19,19.178
165,1e+19,20.463
235,1e+19,21.102
310,1e+19,21.945
390,1e+19,23.207
475,1e+19,24.919
655,1e+19,30.058
