"Te","ne","CS"
0.5,1e+12,0.0034784
1,1e+12,0.83237
1.5,1e+12,1.1679
2,1e+12,1.7249
5,1e+12,3.0087
7,1e+12,3.4511
10,1e+12,4.1359
15,1e+12,5.0118
23,1e+12,6.1821
32,1e+12,7.2338
52,1e+12,8.0788
74,1e+12,8.9303
100,1e+12,10.174
165,1e+12,13.595
235,1e+12,15.219
310,1e+12,15.627
390,1e+12,15.843
475,1e+12,16.043
655,1e+12,16.589
845,1e+12,17.476
1000,1e+12,18.416
1441,1e+12,21.287
1925,1e+12,22.998
2454,1e+12,23.581
3030,1e+12,23.818
3655,1e+12,23.966
4331,1e+12,24.095
5060,1e+12,24.226
5844,1e+12,24.366
6685,1e+12,24.511
7585,1e+12,24.656
8546,1e+12,24.796
10000,1e+12,24.976
20000,1e+12,25.561
50000,1e+12,25.858
1e+05,1e+12,25.935
0.5,1e+13,0.0098949
1,1e+13,0.92369
1.5,1e+13,1.3583
2,1e+13,1.8568
5,1e+13,3.0131
7,1e+13,3.4584
10,1e+13,4.1408
15,1e+13,5.0142
23,1e+13,6.1834
32,1e+13,7.2343
52,1e+13,8.079
74,1e+13,8.9304
100,1e+13,10.174
165,1e+13,13.595
235,1e+13,15.219
310,1e+13,15.627
390,1e+13,15.843
475,1e+13,16.043
655,1e+13,16.589
845,1e+13,17.476
1000,1e+13,18.416
1441,1e+13,21.288
1925,1e+13,22.998
2454,1e+13,23.581
3030,1e+13,23.818
3655,1e+13,23.966
4331,1e+13,24.095
5060,1e+13,24.226
5844,1e+13,24.366
6685,1e+13,24.511
7585,1e+13,24.656
8546,1e+13,24.796
10000,1e+13,24.976
20000,1e+13,25.561
50000,1e+13,25.858
1e+05,1e+13,25.935
0.5,1e+14,0.041112
1,1e+14,1.022
1.5,1e+14,1.9279
2,1e+14,2.0031
5,1e+14,3.0451
7,1e+14,3.5282
10,1e+14,4.1859
15,1e+14,5.0379
23,1e+14,6.1958
32,1e+14,7.2393
52,1e+14,8.0801
74,1e+14,8.9315
100,1e+14,10.175
165,1e+14,13.595
235,1e+14,15.22
310,1e+14,15.627
390,1e+14,15.843
475,1e+14,16.043
655,1e+14,16.589
845,1e+14,17.476
1000,1e+14,18.416
1441,1e+14,21.288
1925,1e+14,22.998
2454,1e+14,23.581
3030,1e+14,23.819
3655,1e+14,23.966
4331,1e+14,24.095
5060,1e+14,24.226
5844,1e+14,24.366
6685,1e+14,24.511
7585,1e+14,24.656
