"Te","ne","CS"
0.5,1e+12,0.27153
1,1e+12,1.0323
1.5,1e+12,1.8716
2,1e+12,1.9904
5,1e+12,3.0091
7,1e+12,3.6872
10,1e+12,4.084
15,1e+12,4.8119
23,1e+12,5.8293
32,1e+12,6.7251
52,1e+12,8.2381
74,1e+12,9.5069
100,1e+12,10.716
165,1e+12,12.875
235,1e+12,14.226
310,1e+12,15.941
390,1e+12,18.556
475,1e+12,20.333
655,1e+12,21.359
845,1e+12,21.711
1000,1e+12,21.919
1441,1e+12,22.599
1925,1e+12,23.846
2454,1e+12,25.712
3030,1e+12,27.465
3655,1e+12,28.554
4331,1e+12,29.134
5060,1e+12,29.452
5844,1e+12,29.649
6685,1e+12,29.786
7585,1e+12,29.896
8546,1e+12,29.993
10000,1e+12,30.119
20000,1e+12,30.776
50000,1e+12,31.515
1e+05,1e+12,31.777
0.5,1e+13,0.16805
1,1e+13,1.0429
1.5,1e+13,1.9066
2,1e+13,1.9934
5,1e+13,3.0244
7,1e+13,3.6903
10,1e+13,4.0854
15,1e+13,4.8145
23,1e+13,5.8307
32,1e+13,6.7259
52,1e+13,8.2384
74,1e+13,9.5071
100,1e+13,10.716
165,1e+13,12.875
235,1e+13,14.226
310,1e+13,15.941
390,1e+13,18.556
475,1e+13,20.333
655,1e+13,21.359
845,1e+13,21.711
1000,1e+13,21.919
1441,1e+13,22.599
1925,1e+13,23.846
2454,1e+13,25.712
3030,1e+13,27.465
3655,1e+13,28.554
4331,1e+13,29.134
5060,1e+13,29.452
5844,1e+13,29.649
6685,1e+13,29.787
7585,1e+13,29.896
8546,1e+13,29.993
10000,1e+13,30.119
20000,1e+13,30.776
50000,1e+13,31.515
1e+05,1e+13,31.777
0.5,1e+14,0.058116
1,1e+14,1.0086
1.5,1e+14,1.861
2,1e+14,1.9906
5,1e+14,3.0885
7,1e+14,3.713
10,1e+14,4.0996
15,1e+14,4.8403
23,1e+14,5.8444
32,1e+14,6.7332
52,1e+14,8.2413
74,1e+14,9.5086
100,1e+14,10.717
165,1e+14,12.875
235,1e+14,14.226
310,1e+14,15.941
390,1e+14,18.556
475,1e+14,20.333
655,1e+14,21.359
845,1e+14,21.711
1000,1e+14,21.919
1441,1e+14,22.599
1925,1e+14,23.846
2454,1e+14,25.712
3030,1e+14,27.465
3655,1e+14,28.554
4331,1e+14,29.134
5060,1e+14,29.452
5844,1e+14,29.649
6685,1e+14,29.787
7585,1e+14,29.896
8546,1e+14,29.993
10000,1e+14,30.119
20000,1e+14,30.776
50000,1e+14,31.515
1e+05,1e+14,31.777
0.5,1e+15,0.02288
1,1e+15,0.98445
1.5,1e+15,1.713
2,1e+15,1.9758
5,1e+15,3.2089
7,1e+15,3.8069
10,1e+15,4.2376
15,1e+15,5.0217
23,1e+15,5.9524
32,1e+15,6.7979
52,1e+15,8.268
74,1e+15,9.522
100,1e+15,10.724
165,1e+15,12.878
235,1e+15,14.227
310,1e+15,15.942
390,1e+15,18.557
475,1e+15,20.333
655,1e+15,21.359
845,1e+15,21.711
1000,1e+15,21.919
1441,1e+15,22.599
1925,1e+15,23.846
2454,1e+15,25.712
3030,1e+15,27.465
3655,1e+15,28.554
4331,1e+15,29.134
5060,1e+15,29.452
5844,1e+15,29.649
6685,1e+15,29.787
7585,1e+15,29.896
8546,1e+15,29.993
10000,1e+15,30.119
20000,1e+15,30.776
50000,1e+15,31.515
1e+05,1e+15,31.777
0.5,1e+16,0.016562
1,1e+16,0.97291
1.5,1e+16,1.6138
2,1e+16,1.9612
5,1e+16,3.3183
7,1e+16,4.0332
10,1e+16,4.8673
15,1e+16,5.5253
23,1e+16,6.384
32,1e+16,7.1448
52,1e+16,8.4692
74,1e+16,9.6369
100,1e+16,10.794
165,1e+16,12.902
235,1e+16,14.237
310,1e+16,15.951
390,1e+16,18.562
475,1e+16,20.334
655,1e+16,21.359
845,1e+16,21.711
1000,1e+16,21.919
1441,1e+16,22.599
1925,1e+16,23.846
2454,1e+16,25.713
3030,1e+16,27.465
3655,1e+16,28.553
4331,1e+16,29.133
5060,1e+16,29.452
5844,1e+16,29.649
6685,1e+16,29.787
7585,1e+16,29.896
